step,O2,IFN,IL2,IL10,TGFB,CCL2,ARGI,NO,IL12,VEGFA
184,0.0,4.903e-07,3.89987e-05,2.64974e-05,3.88713e-05,0.000184515,4.60834e-05,7.89876e-06,5.39196e-07,3.56265e-05
185,7.90803e-06,4.87304e-07,3.89456e-05,2.62904e-05,3.84854e-05,0.0,4.60827e-05,7.87671e-06,5.3944e-07,3.56464e-05
186,0.0,4.87205e-07,3.90984e-05,2.61662e-05,3.81356e-05,0.000185308,4.60821e-05,7.85503e-06,5.39646e-07,3.567e-05
187,7.90806e-06,4.86273e-07,3.91128e-05,2.60992e-05,3.82358e-05,0.0,4.60815e-05,7.83376e-06,5.3982e-07,3.56553e-05
188,0.0,4.82959e-07,3.81738e-05,2.60625e-05,3.82831e-05,0.000185449,4.6081e-05,7.81289e-06,5.39967e-07,3.56764e-05
189,7.90769e-06,4.8153e-07,3.80314e-05,2.60411e-05,3.84441e-05,0.0,4.60805e-05,7.79241e-06,5.40092e-07,3.56879e-05
190,0.0,4.84259e-07,3.83845e-05,2.60278e-05,3.81782e-05,0.000185578,4.608e-05,7.77205e-06,5.40196e-07,3.56807e-05
191,7.90796e-06,4.85397e-07,3.85851e-05,2.60193e-05,3.8218e-05,0.0,4.60795e-05,7.75168e-06,5.40285e-07,3.56931e-05
192,0.0,4.82035e-07,3.84699e-05,2.60135e-05,3.82596e-05,0.000184587,4.60791e-05,7.7314e-06,5.40359e-07,3.56335e-05
193,7.90783e-06,4.82625e-07,3.81675e-05,2.60032e-05,3.77692e-05,0.0,4.60787e-05,7.71134e-06,5.40422e-07,3.5679e-05
194,0.0,4.81607e-07,3.77716e-05,2.59446e-05,3.85118e-05,0.00018736,4.60783e-05,7.69157e-06,5.40475e-07,3.57314e-05
195,7.90772e-06,4.80878e-07,3.75602e-05,2.58608e-05,3.83224e-05,0.0,4.60779e-05,7.67209e-06,5.40519e-07,3.57143e-05
196,0.0,4.79812e-07,3.75513e-05,2.58024e-05,3.83947e-05,0.000187744,4.60776e-05,7.65244e-06,5.40557e-07,3.57528e-05
197,7.90766e-06,4.78463e-07,3.74166e-05,2.5768e-05,3.79246e-05,0.0,4.60772e-05,7.6305e-06,5.40588e-07,3.57641e-05
198,0.0,4.77367e-07,3.72969e-05,2.57368e-05,3.80074e-05,0.00018693,4.60769e-05,7.60744e-06,5.40615e-07,3.5749e-05
199,7.90767e-06,4.77001e-07,3.71301e-05,2.5677e-05,3.8485e-05,0.0,4.60766e-05,7.58474e-06,5.40637e-07,3.57997e-05
200,0.0,4.74892e-07,3.70522e-05,2.56299e-05,3.84693e-05,0.000164191,4.60763e-05,7.56256e-06,5.40656e-07,3.57555e-05
201,7.90742e-06,4.73009e-07,3.69159e-05,2.56007e-05,3.82509e-05,0.0,4.6076e-05,7.54088e-06,5.40672e-07,3.57831e-05
202,0.0,4.71881e-07,3.68492e-05,2.55837e-05,3.80094e-05,0.0,4.60757e-05,7.51967e-06,5.40685e-07,3.58121e-05
203,7.90706e-06,4.68916e-07,3.6793e-05,2.55717e-05,3.83473e-05,0.0,4.60754e-05,7.49716e-06,5.40696e-07,3.58029e-05
204,0.0,4.67112e-07,3.67598e-05,2.55595e-05,3.83986e-05,0.000189628,4.60751e-05,7.47404e-06,5.40706e-07,3.58182e-05
205,7.90728e-06,4.67309e-07,3.67136e-05,2.55463e-05,3.82265e-05,0.0,4.60748e-05,7.45159e-06,5.40713e-07,3.587e-05
206,0.0,4.64096e-07,3.66845e-05,2.55305e-05,3.80031e-05,nan,4.60745e-05,7.42989e-06,5.4072e-07,3.58684e-05
207,7.90713e-06,4.62674e-07,3.66485e-05,2.55164e-05,3.80744e-05,nan,4.60742e-05,7.40886e-06,5.40726e-07,3.59356e-05
208,0.0,4.61748e-07,3.66415e-05,2.55054e-05,3.84786e-05,nan,4.60739e-05,7.3884e-06,5.4073e-07,3.59596e-05
209,7.90667e-06,4.56574e-07,3.66315e-05,2.54966e-05,3.81544e-05,nan,4.60736e-05,7.35951e-06,5.40734e-07,3.60088e-05
210,0.0,4.57312e-07,3.66304e-05,2.54761e-05,3.84201e-05,nan,4.60731e-05,7.33371e-06,5.40737e-07,3.59659e-05
211,7.90658e-06,4.5202e-07,3.6627e-05,2.5453e-05,3.78901e-05,nan,4.60725e-05,7.30993e-06,5.4074e-07,3.59698e-05
212,0.0,4.5337e-07,3.66267e-05,2.54349e-05,3.85091e-05,nan,4.60716e-05,7.28735e-06,5.40743e-07,3.59844e-05
213,7.90689e-06,4.53295e-07,3.66249e-05,2.5421e-05,3.79174e-05,nan,4.60706e-05,7.2656e-06,5.40744e-07,3.59504e-05
214,0.0,4.51968e-07,3.66143e-05,2.54095e-05,3.91084e-05,nan,4.60694e-05,7.24449e-06,5.40746e-07,3.6029e-05
215,7.9063e-06,4.50111e-07,3.65117e-05,2.54002e-05,3.81821e-05,nan,4.60682e-05,7.22394e-06,5.40747e-07,3.597e-05
216,0.0,4.51807e-07,3.62746e-05,2.53934e-05,3.89885e-05,nan,4.60669e-05,7.20387e-06,5.40749e-07,3.60365e-05
217,7.9064e-06,4.50454e-07,3.60533e-05,2.53885e-05,3.79817e-05,nan,4.60657e-05,7.18425e-06,5.4075e-07,3.60572e-05
218,0.0,4.50983e-07,3.58932e-05,2.53845e-05,3.87381e-05,nan,4.60645e-05,7.16489e-06,5.4075e-07,3.60068e-05
219,7.90619e-06,4.52609e-07,3.57798e-05,2.53707e-05,3.8165e-05,nan,4.60634e-05,7.14487e-06,5.40751e-07,3.60626e-05
220,0.0,4.51649e-07,3.56996e-05,2.53521e-05,3.90906e-05,nan,4.60623e-05,7.12445e-06,5.40752e-07,3.60508e-05
221,7.90605e-06,4.51173e-07,3.56426e-05,2.53371e-05,3.79093e-05,nan,4.60612e-05,7.10397e-06,5.40752e-07,3.60655e-05
222,0.0,4.49506e-07,3.5602e-05,2.5327e-05,3.81949e-05,nan,4.60603e-05,7.08367e-06,5.40752e-07,3.60672e-05
223,7.906e-06,4.50621e-07,3.55729e-05,2.53177e-05,3.83895e-05,nan,4.60593e-05,7.06363e-06,5.40753e-07,3.61156e-05
224,0.0,4.49419e-07,3.5552e-05,2.52962e-05,3.86327e-05,nan,4.60585e-05,7.04391e-06,5.40753e-07,3.60867e-05
225,7.90593e-06,4.53486e-07,3.55369e-05,2.52654e-05,3.82466e-05,nan,4.60576e-05,7.02454e-06,5.40753e-07,3.60873e-05
226,0.0,4.51026e-07,3.55258e-05,2.52361e-05,3.92738e-05,nan,4.60568e-05,7.00554e-06,5.40754e-07,3.60845e-05
227,7.90568e-06,4.50355e-07,3.55177e-05,2.52147e-05,3.79768e-05,nan,4.60561e-05,6.9869e-06,5.40754e-07,3.61027e-05
228,0.0,4.49818e-07,3.55119e-05,2.51999e-05,3.95649e-05,nan,4.60554e-05,6.96862e-06,5.40754e-07,3.61115e-05
229,7.90533e-06,4.45922e-07,3.55071e-05,2.51877e-05,3.81999e-05,nan,4.60547e-05,6.9507e-06,5.40754e-07,3.60827e-05
230,0.0,4.46015e-07,3.55031e-05,2.51778e-05,3.95707e-05,nan,4.60541e-05,6.93314e-06,5.40754e-07,3.61291e-05
231,7.90548e-06,4.46878e-07,3.54995e-05,2.51699e-05,3.78118e-05,nan,4.60535e-05,6.91593e-06,5.40754e-07,3.61765e-05
232,0.0,4.44696e-07,3.54963e-05,2.51556e-05,3.95987e-05,nan,4.60529e-05,6.89907e-06,5.40754e-07,3.61545e-05
233,7.90509e-06,4.45626e-07,3.54934e-05,2.51382e-05,3.77655e-05,nan,4.60524e-05,6.88235e-06,5.40754e-07,3.62463e-05
234,0.0,4.45471e-07,3.54907e-05,2.51237e-05,4.02426e-05,nan,4.60519e-05,6.86525e-06,5.40754e-07,3.62085e-05
235,7.90503e-06,4.45256e-07,3.54884e-05,2.51134e-05,3.77818e-05,nan,4.60514e-05,6.8481e-06,5.40754e-07,3.62586e-05
236,0.0,4.44005e-07,3.5486e-05,2.51063e-05,4.10558e-05,nan,4.60509e-05,6.83107e-06,5.40754e-07,3.62854e-05
237,7.90488e-06,4.43007e-07,3.54838e-05,2.50998e-05,3.75679e-05,nan,4.60505e-05,6.81393e-06,5.40754e-07,3.62648e-05
238,0.0,4.43945e-07,3.54791e-05,2.50917e-05,4.00242e-05,nan,4.60501e-05,6.79597e-06,5.40754e-07,3.62608e-05
239,7.90482e-06,4.41118e-07,3.54651e-05,2.50833e-05,3.73875e-05,nan,4.60497e-05,6.77743e-06,5.40754e-07,3.63084e-05
240,0.0,4.37406e-07,3.54368e-05,2.50749e-05,4.08562e-05,nan,4.60493e-05,6.75773e-06,5.40755e-07,3.62869e-05
241,7.90481e-06,4.38335e-07,3.53952e-05,2.50675e-05,3.73102e-05,nan,4.60489e-05,6.73736e-06,5.40754e-07,3.63291e-05
242,0.0,4.37531e-07,3.5352e-05,2.50615e-05,4.02169e-05,nan,4.60486e-05,6.71629e-06,5.40754e-07,3.63298e-05
243,7.90473e-06,4.36431e-07,3.53146e-05,2.50568e-05,3.73613e-05,nan,4.60482e-05,6.69488e-06,5.40754e-07,3.63372e-05
244,0.0,4.38505e-07,3.52844e-05,2.50521e-05,4.07454e-05,nan,4.60479e-05,6.67351e-06,5.40755e-07,3.63462e-05
245,7.90463e-06,4.36411e-07,3.52606e-05,2.50458e-05,3.69744e-05,nan,4.60476e-05,6.65234e-06,5.40755e-07,3.63089e-05
246,0.0,4.38001e-07,3.52422e-05,2.50391e-05,4.16293e-05,nan,4.60473e-05,6.63148e-06,5.40755e-07,3.63381e-05
247,7.9046e-06,4.37891e-07,3.52277e-05,2.50332e-05,3.68205e-05,nan,4.6047e-05,6.61096e-06,5.40755e-07,3.63823e-05
248,0.0,4.38581e-07,3.52165e-05,2.50281e-05,4.27292e-05,nan,4.60467e-05,6.5908e-06,5.40755e-07,3.63853e-05
249,7.90434e-06,4.34555e-07,3.52077e-05,2.5023e-05,3.58889e-05,nan,4.60464e-05,6.57102e-06,5.40755e-07,3.64038e-05
250,0.0,4.32985e-07,3.52008e-05,2.50169e-05,4.20807e-05,nan,4.60461e-05,6.55161e-06,5.40755e-07,3.63959e-05
251,7.90448e-06,4.32615e-07,3.51955e-05,2.5005e-05,3.56308e-05,nan,4.60458e-05,6.53258e-06,5.40755e-07,3.63976e-05
252,0.0,4.31514e-07,3.51913e-05,2.49791e-05,4.29225e-05,nan,4.60455e-05,6.51392e-06,5.40755e-07,3.64296e-05
253,7.90419e-06,4.29182e-07,3.51752e-05,2.49569e-05,3.39608e-05,nan,4.60452e-05,6.49557e-06,5.40755e-07,3.64071e-05
254,0.0,4.27696e-07,3.51472e-05,2.49415e-05,4.49434e-05,nan,4.60449e-05,6.47735e-06,5.40755e-07,3.64209e-05
255,7.90424e-06,4.27495e-07,3.51225e-05,2.48452e-05,3.23577e-05,nan,4.60445e-05,6.45921e-06,5.40755e-07,3.64661e-05
256,0.0,4.26468e-07,3.51025e-05,2.47478e-05,4.7431e-05,nan,4.60442e-05,6.44116e-06,5.40755e-07,3.64624e-05
257,7.90406e-06,4.26304e-07,3.5087e-05,2.46814e-05,2.87207e-05,nan,4.60439e-05,6.42326e-06,5.40755e-07,3.6494e-05
258,0.0,4.25208e-07,3.50748e-05,2.46405e-05,5.14953e-05,nan,4.60436e-05,6.40557e-06,5.40755e-07,3.6495e-05
259,7.90374e-06,4.2261e-07,3.50653e-05,2.46156e-05,2.63909e-05,nan,4.60433e-05,6.38812e-06,5.40755e-07,3.6533e-05
260,0.0,4.23919e-07,3.50546e-05,2.46003e-05,5.46253e-05,nan,4.6043e-05,6.37095e-06,5.40755e-07,3.65874e-05
261,7.90398e-06,4.24027e-07,3.50327e-05,2.45907e-05,2.20748e-05,nan,4.60426e-05,6.35407e-06,5.40755e-07,3.65004e-05
262,0.0,4.24881e-07,3.50014e-05,2.45845e-05,5.59954e-05,nan,4.60423e-05,6.33749e-06,5.40755e-07,3.65636e-05
263,7.904e-06,4.233e-07,3.49671e-05,2.45813e-05,2.03951e-05,nan,4.6042e-05,6.32122e-06,5.40755e-07,3.65583e-05
264,0.0,4.21416e-07,3.49324e-05,2.45788e-05,5.87859e-05,nan,4.60417e-05,6.30526e-06,5.40755e-07,3.6602e-05
265,7.90368e-06,4.18171e-07,3.48998e-05,2.45761e-05,1.99056e-05,nan,4.60414e-05,6.28961e-06,5.40755e-07,3.65566e-05
266,0.0,4.15728e-07,3.48707e-05,2.45735e-05,5.66178e-05,nan,4.60411e-05,6.27426e-06,5.40755e-07,3.65828e-05
267,7.90373e-06,4.1508e-07,3.48448e-05,2.45715e-05,2.06984e-05,nan,4.60408e-05,6.25922e-06,5.40755e-07,3.66016e-05
268,0.0,4.12581e-07,3.48182e-05,2.457e-05,5.88063e-05,nan,4.60406e-05,6.24447e-06,5.40755e-07,3.65703e-05
269,7.90365e-06,4.13382e-07,3.47912e-05,2.4569e-05,1.72936e-05,nan,4.60403e-05,6.23001e-06,5.40755e-07,3.66587e-05
270,0.0,4.13296e-07,3.47486e-05,2.45678e-05,6.13207e-05,nan,4.604e-05,6.21579e-06,5.40755e-07,3.66354e-05
271,7.90348e-06,4.12818e-07,3.46868e-05,2.45663e-05,1.6236e-05,nan,4.60397e-05,6.2011e-06,5.40755e-07,3.66634e-05
272,0.0,4.11728e-07,3.46275e-05,2.45646e-05,6.5494e-05,nan,4.60395e-05,6.18527e-06,5.40755e-07,3.66671e-05
273,7.90332e-06,4.10925e-07,3.45769e-05,2.45625e-05,1.16175e-05,nan,4.60392e-05,6.16869e-06,5.40755e-07,3.66508e-05
274,0.0,4.12232e-07,3.45335e-05,2.45599e-05,6.42649e-05,nan,4.6039e-05,6.1518e-06,5.40755e-07,3.67081e-05
275,7.90301e-06,4.093e-07,3.44943e-05,2.45562e-05,1.2676e-05,nan,4.60387e-05,6.13489e-06,5.40755e-07,3.66746e-05
276,0.0,4.12223e-07,3.44588e-05,2.4552e-05,6.31392e-05,nan,4.60385e-05,6.11811e-06,5.40755e-07,3.66249e-05
277,7.9031e-06,4.108e-07,3.44272e-05,2.45456e-05,1.14682e-05,nan,4.60383e-05,6.10155e-06,5.40755e-07,3.67109e-05
278,0.0,4.09013e-07,3.43996e-05,2.45207e-05,6.55463e-05,nan,4.6038e-05,6.08524e-06,5.40755e-07,3.67225e-05
279,7.90284e-06,4.07821e-07,3.43761e-05,2.44952e-05,9.86942e-06,nan,4.60378e-05,6.06921e-06,5.40755e-07,3.67488e-05
