x,y,z,ECM_density,Fib_field
0,0,0,2328.39,0.096922
0,0,1,2450.23,0.11593
0,0,2,2539.75,0.131732
0,0,3,2594.21,0.144488
0,0,4,2618.1,0.155476
0,0,5,2620.68,0.166063
0,0,6,2613.17,0.177147
0,0,7,2605.68,0.188716
0,0,8,2604.54,0.200122
0,0,9,2611.27,0.210244
0,0,10,2623.95,0.217586
0,0,11,2639.07,0.220293
0,0,12,2653.94,0.216692
0,0,13,2666.55,0.205748
0,0,14,2675.5,0.187929
0,0,15,2679.19,0.165248
0,0,16,2675.65,0.140868
0,0,17,2663.79,0.118059
0,0,18,2643.85,0.0993484
0,0,19,2617.68,0.0858805
0,0,20,2587.75,0.077581
0,0,21,2555.61,0.0731211
0,0,22,2520.8,0.0705475
0,0,23,2481,0.0676011
0,0,24,2433.31,0.0625702
0,0,25,2376.52,0.0547341
0,0,26,2312.38,0.0447372
0,0,27,2245.31,0.034074
0,0,28,2180.66,0.0245382
0,0,29,2122.53,0.0174387
0,0,30,2072.29,0.0134291
0,0,31,2028.87,0.0124942
0,0,32,1990.42,0.0141182
0,0,33,1955.44,0.0177068
0,0,34,1923.53,0.0226696
0,0,35,1895.21,0.028535
0,0,36,1871.11,0.0348839
0,0,37,1851.71,0.0412233
0,0,38,1836.52,0.0468264
0,0,39,1824.73,0.0507096
0,0,40,1815.35,0.0518568
0,0,41,1807.5,0.0496939
0,0,42,1800.27,0.044493
0,0,43,1792.62,0.0373501
0,0,44,1783.4,0.0297406
0,0,45,1771.7,0.0228886
0,0,46,1757.02,0.0173904
0,0,47,1739.56,0.0132209
0,0,48,1720.24,0.0100208
0,0,49,1700.47,0.00744951
0,1,0,2416.94,0.114225
0,1,1,2550.83,0.136358
0,1,2,2649.54,0.15492
0,1,3,2711.09,0.170152
0,1,4,2740.75,0.18354
0,1,5,2748.33,0.196646
0,1,6,2745.22,0.210513
0,1,7,2741.5,0.225181
0,1,8,2743.34,0.239919
0,1,9,2752.07,0.25329
0,1,10,2765.59,0.263322
0,1,11,2780.25,0.267624
0,1,12,2793.32,0.264153
0,1,13,2802.72,0.251724
0,1,14,2807.05,0.230924
0,1,15,2804.83,0.204094
0,1,16,2794.39,0.174894
0,1,17,2775.2,0.147253
0,1,18,2748.22,0.124435
0,1,19,2716.07,0.108227
0,1,20,2681.9,0.0989126
0,1,21,2647.56,0.0949626
0,1,22,2612.42,0.093724
0,1,23,2573.51,0.0918763
0,1,24,2527.1,0.0867823
0,1,25,2471.14,0.0772331
0,1,26,2406.77,0.0640499
0,1,27,2338.23,0.0493852
0,1,28,2270.93,0.035818
0,1,29,2209.28,0.0252536
0,1,30,2154.86,0.0186519
0,1,31,2106.74,0.0160529
0,1,32,2063.17,0.0168543
0,1,33,2022.74,0.0204865
0,1,34,1985.31,0.0264677
0,1,35,1951.62,0.0344682
0,1,36,1922.41,0.0441056
0,1,37,1898.18,0.0546489
0,1,38,1878.26,0.0647746
0,1,39,1861.76,0.0726227
0,1,40,1847.74,0.0762749
0,1,41,1835.64,0.0745902
0,1,42,1824.91,0.0678757
0,1,43,1814.77,0.0578284
0,1,44,1804.08,0.0467979
0,1,45,1791.63,0.0367489
0,1,46,1776.42,0.0286315
0,1,47,1758.12,0.0223959
0,1,48,1737.27,0.0174697
0,1,49,1715.19,0.0133282
0,2,0,2468.21,0.127885
0,2,1,2608.49,0.151956
0,2,2,2712.72,0.172198
0,2,3,2779.65,0.189006
0,2,4,2815.02,0.20406
0,2,5,2828.6,0.219062
0,2,6,2831.32,0.235132
0,2,7,2832.51,0.25235
0,2,8,2837.7,0.269912
0,2,9,2847.94,0.286125
0,2,10,2861.19,0.298656
0,2,11,2874.14,0.304757
0,2,12,2884.46,0.302219
0,2,13,2890.3,0.289784
0,2,14,2890.34,0.268025
0,2,15,2883.16,0.239252
0,2,16,2867.25,0.20716
0,2,17,2842.41,0.175998
0,2,18,2810.15,0.149684
0,2,19,2773.81,0.130821
0,2,20,2737.12,0.120361
0,2,21,2702.29,0.116843
0,2,22,2668.61,0.117052
0,2,23,2632.62,0.11659
0,2,24,2589.9,0.111796
0,2,25,2537.57,0.100859
0,2,26,2476.09,0.084697
0,2,27,2409.2,0.0660995
0,2,28,2342.1,0.0484281
0,2,29,2279.29,0.0342028
0,2,30,2222.55,0.0247058
0,2,31,2171.25,0.0200655
0,2,32,2123.85,0.0196343
0,2,33,2079.2,0.0229546
0,2,34,2037.41,0.0297578
0,2,35,1999.37,0.0399495
0,2,36,1965.9,0.0532419
0,2,37,1937.42,0.0686512
0,2,38,1913.07,0.0841575
0,2,39,1891.9,0.0968573
0,2,40,1873.04,0.103749
0,2,41,1856.32,0.103001
0,2,42,1841.74,0.0949366
0,2,43,1828.95,0.0819353
0,2,44,1816.97,0.0673517
0,2,45,1804.39,0.0539903
0,2,46,1789.68,0.0431708
0,2,47,1771.85,0.0347589
0,2,48,1750.88,0.0278896
0,2,49,1727.79,0.0218107
0,3,0,2483.99,0.137592
0,3,1,2625.83,0.162262
0,3,2,2732.49,0.182851
0,3,3,2803.25,0.199989
0,3,4,2843.98,0.215554
0,3,5,2863.96,0.231358
0,3,6,2873.04,0.248547
0,3,7,2879.3,0.267223
0,3,8,2887.35,0.286547
0,3,9,2897.95,0.304709
0,3,10,2909.52,0.319267
0,3,11,2919.58,0.327432
0,3,12,2926.65,0.327085
0,3,13,2929.37,0.316919
0,3,14,2926.53,0.297202
0,3,15,2916.61,0.269657
0,3,16,2897.97,0.237381
0,3,17,2870.46,0.204468
0,3,18,2835.86,0.175334
0,3,19,2797.96,0.153579
0,3,20,2760.93,0.141183
0,3,21,2727.29,0.137162
0,3,22,2696.32,0.138059
0,3,23,2664.35,0.138589
0,3,24,2626.53,0.134121
0,3,25,2579.36,0.1222
0,3,26,2522.62,0.103698
0,3,27,2459.38,0.0818811
0,3,28,2394.43,0.0607311
0,3,29,2332.12,0.0432792
0,3,30,2274.42,0.031078
0,3,31,2221.07,0.0243601
0,3,32,2170.9,0.0224812
0,3,33,2123.07,0.0251686
0,3,34,2077.95,0.0324398
0,3,35,2036.6,0.0444897
0,3,36,1999.84,0.0611655
0,3,37,1967.97,0.0812641
0,3,38,1939.96,0.102094
0,3,39,1914.75,0.119726
0,3,40,1891.53,0.130085
0,3,41,1870.51,0.130644
0,3,42,1852.23,0.121725
0,3,43,1836.85,0.106358
0,3,44,1823.74,0.088856
0,3,45,1811.39,0.0728035
0,3,46,1797.85,0.0598102
0,3,47,1781.44,0.0495712
0,3,48,1761.46,0.040864
0,3,49,1738.43,0.0326946
0,4,0,2471.58,0.143606
0,4,1,2611.32,0.167769
0,4,2,2718.01,0.18752
0,4,3,2791.29,0.203752
0,4,4,2836.78,0.218526
0,4,5,2862.84,0.233754
0,4,6,2877.86,0.250586
0,4,7,2888.36,0.269165
0,4,8,2897.9,0.288724
0,4,9,2907.19,0.307577
0,4,10,2915.47,0.323535
0,4,11,2921.6,0.33415
0,4,12,2925.34,0.33761
0,4,13,2925.99,0.332464
0,4,14,2922.43,0.318243
0,4,15,2912.79,0.295432
0,4,16,2895.03,0.265859
0,4,17,2868.69,0.232996
0,4,18,2835.47,0.201591
0,4,19,2799.23,0.176378
0,4,20,2764.27,0.160708
0,4,21,2733.25,0.154516
0,4,22,2705.57,0.154536
0,4,23,2677.66,0.15497
0,4,24,2644.67,0.150441
0,4,25,2602.87,0.137892
0,4,26,2551.49,0.117999
0,4,27,2492.92,0.0942231
0,4,28,2431.3,0.0708649
0,4,29,2370.64,0.0512407
0,4,30,2312.99,0.0370481
0,4,31,2258.42,0.0286029
0,4,32,2206.21,0.0253093
0,4,33,2155.87,0.0271179
0,4,34,2108.14,0.0343552
0,4,35,2064.22,0.0475049
0,4,36,2025.01,0.0665623
0,4,37,1990.68,0.0901828
0,4,38,1960.06,0.115169
0,4,39,1931.93,0.136803
0,4,40,1905.45,0.150179
0,4,41,1881.07,0.152226
0,4,42,1859.74,0.143256
0,4,43,1842.16,0.126772
0,4,44,1828.07,0.107789
0,4,45,1816.06,0.0904183
0,4,46,1803.91,0.0763824
0,4,47,1789.31,0.0651198
0,4,48,1770.84,0.0550363
0,4,49,1748.44,0.0449301
0,5,0,2440.69,0.146252
0,5,1,2576.18,0.16933
0,5,2,2681.41,0.187588
0,5,3,2756.19,0.202097
0,5,4,2805.63,0.215025
0,5,5,2836.85,0.228338
0,5,6,2856.55,0.24321
0,5,7,2869.59,0.259907
0,5,8,2878.66,0.277924
0,5,9,2884.71,0.296026
0,5,10,2888.24,0.312684
0,5,11,2889.8,0.326122
0,5,12,2890.65,0.334933
0,5,13,2890.79,0.337309
0,5,14,2889.09,0.331576
0,5,15,2883.08,0.316415
0,5,16,2870.01,0.2919
0,5,17,2848.82,0.260545
0,5,18,2820.74,0.227303
0,5,19,2789.32,0.19809
0,5,20,2758.57,0.177812
0,5,21,2731.08,0.167651
0,5,22,2706.46,0.164949
0,5,23,2681.63,0.163861
0,5,24,2652.3,0.158603
0,5,25,2614.94,0.145681
0,5,26,2568.54,0.125458
0,5,27,2514.85,0.101276
0,5,28,2457.22,0.0773785
0,5,29,2399.1,0.0570621
0,5,30,2342.35,0.0419838
0,5,31,2287.27,0.0324762
0,5,32,2233.51,0.0280208
0,5,33,2181.02,0.0287929
0,5,34,2130.98,0.0354053
0,5,35,2084.89,0.0485848
0,5,36,2043.81,0.0684614
0,5,37,2007.87,0.0936521
0,5,38,1975.79,0.120722
0,5,39,1946.14,0.144574
0,5,40,1917.9,0.159904
0,5,41,1891.52,0.163383
0,5,42,1868.2,0.155312
0,5,43,1849.03,0.139378
0,5,44,1834.18,0.12085
0,5,45,1822.48,0.103963
0,5,46,1811.59,0.0903245
0,5,47,1798.71,0.0790711
0,5,48,1781.72,0.0683059
0,5,49,1759.92,0.0567127
0,6,0,2401.38,0.145821
0,6,1,2532.03,0.167957
0,6,2,2635.3,0.184894
0,6,3,2710.94,0.197653
0,6,4,2763.35,0.208299
0,6,5,2798.26,0.218744
0,6,6,2820.69,0.230204
0,6,7,2834.1,0.243219
0,6,8,2840.62,0.257822
0,6,9,2841.8,0.273609
0,6,10,2839.74,0.290064
0,6,11,2836.82,0.306297
0,6,12,2835.81,0.321231
0,6,13,2837.35,0.332451
0,6,14,2840.02,0.336732
0,6,15,2840.53,0.33068
0,6,16,2835.28,0.31247
0,6,17,2822.35,0.283583
0,6,18,2802.28,0.249083
0,6,19,2777.95,0.215952
0,6,20,2752.74,0.190553
0,6,21,2729.01,0.175383
0,6,22,2706.62,0.168634
0,6,23,2683.33,0.164842
0,6,24,2655.85,0.158226
0,6,25,2621.32,0.145116
0,6,26,2578.81,0.12555
0,6,27,2529.59,0.102498
0,6,28,2476.17,0.0798018
0,6,29,2421.23,0.06041
0,6,30,2366.15,0.0457256
0,6,31,2311.18,0.0359917
0,6,32,2256.28,0.0307742
0,6,33,2201.88,0.03045
0,6,34,2149.7,0.0358752
0,6,35,2101.7,0.0479562
0,6,36,2059.26,0.0669279
0,6,37,2022.53,0.0914657
0,6,38,1990.15,0.118188
0,6,39,1960.41,0.142089
0,6,40,1931.98,0.157971
0,6,41,1905.08,0.16259
0,6,42,1880.95,0.156238
0,6,43,1860.96,0.142442
0,6,44,1845.7,0.126207
0,6,45,1834.3,0.111447
0,6,46,1824.42,0.099444
0,6,47,1812.9,0.0890751
0,6,48,1796.92,0.078305
0,6,49,1775.17,0.0658477
0,7,0,2362.6,0.142603
0,7,1,2489.16,0.164601
0,7,2,2590.75,0.181216
0,7,3,2666.86,0.193074
0,7,4,2721.03,0.201795
0,7,5,2757.73,0.209033
0,7,6,2780.64,0.216048
0,7,7,2792.22,0.223826
0,7,8,2794.53,0.23325
0,7,9,2790.05,0.245083
0,7,10,2782.52,0.260052
0,7,11,2776.1,0.278185
0,7,12,2774.77,0.298577
0,7,13,2779.47,0.318038
0,7,14,2788.28,0.331751
0,7,15,2796.94,0.334403
0,7,16,2800.98,0.322535
0,7,17,2797.64,0.296745
0,7,18,2786.76,0.262109
0,7,19,2770.33,0.226316
0,7,20,2751,0.196743
0,7,21,2730.71,0.176926
0,7,22,2709.64,0.165916
0,7,23,2686.47,0.158943
0,7,24,2659.15,0.150643
0,7,25,2625.79,0.137515
0,7,26,2585.84,0.119398
0,7,27,2540.25,0.0987665
0,7,28,2490.81,0.0788051
0,7,29,2439.28,0.0618359
0,7,30,2386.39,0.0487955
0,7,31,2332.1,0.0397069
0,7,32,2276.53,0.0342033
0,7,33,2220.59,0.0328328
0,7,34,2166.61,0.0366609
0,7,35,2117.18,0.0467271
0,7,36,2074.05,0.0633464
0,7,37,2037.45,0.0853252
0,7,38,2005.92,0.109571
0,7,39,1977.43,0.13156
0,7,40,1950.18,0.146632
0,7,41,1924.07,0.151915
0,7,42,1900.2,0.147687
0,7,43,1880.18,0.137012
0,7,44,1864.94,0.124187
0,7,45,1853.96,0.112454
0,7,46,1844.96,0.102669
0,7,47,1834.36,0.0935836
0,7,48,1818.72,0.0832495
0,7,49,1796.12,0.0705665
0,8,0,2331.84,0.136894
0,8,1,2455.73,0.159868
0,8,2,2556.15,0.177635
0,8,3,2632.1,0.19003
0,8,4,2686.37,0.197844
0,8,5,2722.57,0.202203
0,8,6,2743.57,0.204375
0,8,7,2751.49,0.205934
0,8,8,2748.74,0.208863
0,8,9,2738.87,0.215286
0,8,10,2727.1,0.227194
0,8,11,2718.88,0.245406
0,8,12,2718.87,0.26901
0,8,13,2727.89,0.294084
0,8,14,2743.32,0.314556
0,8,15,2760.04,0.323793
0,8,16,2772.89,0.317302
0,8,17,2778.54,0.295101
0,8,18,2776.21,0.262099
0,8,19,2767.14,0.226104
0,8,20,2753.19,0.194772
0,8,21,2735.89,0.172113
0,8,22,2715.59,0.157836
0,8,23,2691.85,0.148047
0,8,24,2663.77,0.138179
0,8,25,2630.49,0.12528
0,8,26,2591.94,0.109218
0,8,27,2548.99,0.0919775
0,8,28,2502.86,0.0759575
0,8,29,2454.47,0.0626479
0,8,30,2403.88,0.0523428
0,8,31,2350.66,0.0447143
0,8,32,2295.01,0.0394261
0,8,33,2238.24,0.0371736
0,8,34,2183.32,0.0392259
0,8,35,2133.4,0.0467517
0,8,36,2090.64,0.0601502
0,8,37,2055.29,0.0784043
0,8,38,2025.75,0.0988423
0,8,39,1999.61,0.117636
0,8,40,1974.59,0.130899
0,8,41,1950.23,0.136274
0,8,42,1927.52,0.134004
0,8,43,1908.23,0.126501
0,8,44,1893.61,0.117115
0,8,45,1883.43,0.108273
0,8,46,1875.33,0.100453
0,8,47,1865.33,0.0924713
0,8,48,1849.25,0.0826885
0,8,49,1824.64,0.0702965
0,9,0,2314.2,0.128864
0,9,1,2436.72,0.153714
0,9,2,2535.96,0.173965
0,9,3,2610.47,0.188377
0,9,4,2662.57,0.196578
0,9,5,2695.6,0.198925
0,9,6,2712.42,0.196612
0,9,7,2715.39,0.19186
0,9,8,2707.6,0.187828
0,9,9,2693.59,0.187976
0,9,10,2679.57,0.195365
0,9,11,2671.63,0.211354
0,9,12,2674.37,0.23491
0,9,13,2688.12,0.261655
0,9,14,2709.5,0.284925
0,9,15,2732.79,0.297648
0,9,16,2752.55,0.29506
0,9,17,2765.2,0.276912
0,9,18,2769.61,0.24768
0,9,19,2766.43,0.214565
0,9,20,2756.87,0.18464
0,9,21,2742.06,0.161724
