x,y,z,ECM_density,Fib_field
0,0,0,1813.73,0.163485
0,0,1,1947.08,0.183491
0,0,2,2013.6,0.192382
0,0,3,2019.77,0.190452
0,0,4,1981.5,0.1799
0,0,5,1919.24,0.163493
0,0,6,1852.67,0.143584
0,0,7,1795.57,0.121968
0,0,8,1753.11,0.100252
0,0,9,1723.27,0.0801146
0,0,10,1700.73,0.0630841
0,0,11,1679.94,0.0500188
0,0,12,1658.25,0.0410171
0,0,13,1633.83,0.0352144
0,0,14,1606.37,0.0317481
0,0,15,1575.56,0.030072
0,0,16,1540.91,0.0301219
0,0,17,1502.04,0.0319368
0,0,18,1458.23,0.0350932
0,0,19,1408.79,0.0385058
0,0,20,1353.51,0.0406343
0,0,21,1293.05,0.0401554
0,0,22,1229.31,0.0365861
0,0,23,1164.75,0.0304797
0,0,24,1102.39,0.0231933
0,0,25,1045.14,0.0162852
0,0,26,995.431,0.0109921
0,0,27,954.684,0.00809111
0,0,28,922.951,0.00818638
0,0,29,898.956,0.0117762
0,0,30,880.168,0.0192418
0,0,31,863.927,0.0304663
0,0,32,847.812,0.0442821
0,0,33,830.843,0.0583204
0,0,34,813.54,0.0692867
0,0,35,797.56,0.0741877
0,0,36,784.974,0.0715803
0,0,37,777.547,0.0622312
0,0,38,775.599,0.048751
0,0,39,778.131,0.0344217
0,0,40,783.003,0.0219213
0,0,41,787.965,0.0126127
0,0,42,791.383,0.0065791
0,0,43,792.409,0.00313256
0,0,44,790.571,0.00137841
0,0,45,784.94,0.000551772
0,0,46,774.118,0.000186212
0,0,47,756.993,4.60302e-05
0,0,48,733.72,2.45654e-05
0,0,49,706.222,1.17493e-05
0,1,0,1920.91,0.178312
0,1,1,2064.4,0.204223
0,1,2,2138.16,0.219375
0,1,3,2149.42,0.223237
0,1,4,2114.36,0.217078
0,1,5,2053.45,0.20285
0,1,6,1986.56,0.182437
0,1,7,1928.01,0.157673
0,1,8,1883.57,0.130736
0,1,9,1851.67,0.104256
0,1,10,1827.14,0.08083
0,1,11,1804.39,0.0622546
0,1,12,1780.7,0.0491889
0,1,13,1754.1,0.0409968
0,1,14,1724.21,0.0367707
0,1,15,1690.61,0.0357816
0,1,16,1652.73,0.0377014
0,1,17,1610.13,0.0422475
0,1,18,1562.05,0.0484908
0,1,19,1507.78,0.0546827
0,1,20,1447.1,0.0586046
0,1,21,1380.78,0.0584177
0,1,22,1310.9,0.0535363
0,1,23,1240.27,0.0448509
0,1,24,1172.32,0.034351
0,1,25,1110.37,0.024255
0,1,26,1057.2,0.016291
0,1,27,1014.35,0.0114666
0,1,28,981.726,0.0104018
0,1,29,957.648,0.0134927
0,1,30,938.956,0.020978
0,1,31,922.328,0.0325902
0,1,32,904.777,0.0469827
0,1,33,885.101,0.0616163
0,1,34,864.021,0.0729895
0,1,35,843.762,0.0779715
0,1,36,827.154,0.0750844
0,1,37,816.682,0.0651677
0,1,38,813.041,0.0509762
0,1,39,815.271,0.0359467
0,1,40,820.898,0.0228674
0,1,41,827.193,0.0131454
0,1,42,832.041,0.0068527
0,1,43,834.172,0.00326203
0,1,44,832.778,0.0014358
0,1,45,826.635,0.000574114
0,1,46,814.041,0.000194604
0,1,47,793.684,4.86599e-05
0,1,48,765.75,2.59688e-05
0,1,49,732.501,1.24205e-05
0,2,0,1965.33,0.182123
0,2,1,2116.23,0.213887
0,2,2,2197.49,0.236498
0,2,3,2216.25,0.24836
0,2,4,2188.04,0.249324
0,2,5,2132.44,0.239971
0,2,6,2068.61,0.221248
0,2,7,2010.73,0.194756
0,2,8,1965.05,0.163179
0,2,9,1930.76,0.13022
0,2,10,1903.4,0.0997746
0,2,11,1877.91,0.0748602
0,2,12,1851.76,0.0569374
0,2,13,1823.05,0.0457996
0,2,14,1791.27,0.040579
0,2,15,1755.83,0.0403527
0,2,16,1715.95,0.0444429
0,2,17,1671.14,0.0521415
0,2,18,1620.66,0.0619124
0,2,19,1563.96,0.0712722
0,2,20,1500.97,0.0773071
0,2,21,1432.58,0.0776529
0,2,22,1360.89,0.0716288
0,2,23,1288.76,0.060465
0,2,24,1219.69,0.0467801
0,2,25,1157.15,0.0334462
0,2,26,1104.03,0.0226872
0,2,27,1061.93,0.0157582
0,2,28,1030.64,0.0132949
0,2,29,1008.18,0.0155725
0,2,30,990.863,0.0226487
0,2,31,974.805,0.0340742
0,2,32,956.515,0.0483325
0,2,33,934.567,0.0627913
0,2,34,909.848,0.0738839
0,2,35,885.159,0.0785044
0,2,36,864.149,0.0752517
0,2,37,850.124,0.0650484
0,2,38,844.308,0.0506956
0,2,39,845.903,0.0356276
0,2,40,852.148,0.0225931
0,2,41,859.786,0.0129503
0,2,42,866.081,0.00673563
0,2,43,869.208,0.00320587
0,2,44,867.987,0.00142211
0,2,45,861.041,0.000587281
0,2,46,846.613,0.000229204
0,2,47,823.422,9.71448e-05
0,2,48,791.745,7.86e-05
0,2,49,754.054,6.28639e-05
0,3,0,1958.56,0.176956
0,3,1,2115.48,0.213904
0,3,2,2205.1,0.244156
0,3,3,2233.56,0.265014
0,3,4,2214.98,0.274713
0,3,5,2167.31,0.272151
0,3,6,2108.33,0.257013
0,3,7,2051.66,0.230388
0,3,8,2004.05,0.19528
0,3,9,1965.86,0.1564
0,3,10,1933.94,0.119001
0,3,11,1904.21,0.0874712
0,3,12,1874.64,0.0642445
0,3,13,1843.46,0.0497065
0,3,14,1809.94,0.0431099
0,3,15,1773.16,0.0433435
0,3,16,1732.05,0.0493361
0,3,17,1686.01,0.0599145
0,3,18,1634.53,0.0729437
0,3,19,1577.38,0.085274
0,3,20,1514.89,0.0934183
0,3,21,1448.09,0.0945687
0,3,22,1378.92,0.0879554
0,3,23,1309.94,0.0750529
0,3,24,1244.3,0.0589516
0,3,25,1185.22,0.0430254
0,3,26,1135.49,0.0299076
0,3,27,1096.68,0.0210992
0,3,28,1068.53,0.0172951
0,3,29,1048.89,0.018698
0,3,30,1033.79,0.0252089
0,3,31,1018.94,0.0361997
0,3,32,1000.44,0.0499874
0,3,33,976.648,0.063866
0,3,34,948.569,0.074264
0,3,35,919.511,0.0781795
0,3,36,893.931,0.0743584
0,3,37,875.999,0.0638374
0,3,38,867.585,0.0494431
0,3,39,868.167,0.034549
0,3,40,874.754,0.0217968
0,3,41,883.519,0.0124475
0,3,42,890.996,0.00648143
0,3,43,894.701,0.00314254
0,3,44,893.1,0.00150222
0,3,45,884.878,0.000774393
0,3,46,868.528,0.000499167
0,3,47,843.062,0.000418333
0,3,48,808.919,0.00040918
0,3,49,768.594,0.000368441
0,4,0,1918.92,0.166239
0,4,1,2081.26,0.207048
0,4,2,2180.01,0.243884
0,4,3,2219.62,0.273157
0,4,4,2212.14,0.29163
0,4,5,2173.36,0.296554
0,4,6,2119.32,0.286245
0,4,7,2062.92,0.261042
0,4,8,2011.55,0.223976
0,4,9,1967.18,0.180501
0,4,10,1928.44,0.13707
0,4,11,1892.69,0.0993996
0,4,12,1858.53,0.0709596
0,4,13,1824.3,0.0528164
0,4,14,1788.92,0.0444093
0,4,15,1750.99,0.0444638
0,4,16,1709.02,0.0515278
0,4,17,1662.36,0.0640046
0,4,18,1610.83,0.0792935
0,4,19,1554.76,0.0937963
0,4,20,1495.03,0.103711
0,4,21,1432.87,0.105956
0,4,22,1369.88,0.0996729
0,4,23,1307.96,0.0863926
0,4,24,1249.5,0.0693793
0,4,25,1197.15,0.0522244
0,4,26,1153.35,0.0377986
0,4,27,1119.61,0.027816
0,4,28,1095.68,0.0230881
0,4,29,1079.45,0.0238261
0,4,30,1066.9,0.0298351
0,4,31,1053.49,0.0403423
0,4,32,1035.12,0.0535219
0,4,33,1009.92,0.0666024
0,4,34,978.944,0.0760363
0,4,35,945.89,0.0789519
0,4,36,915.916,0.0742704
0,4,37,893.987,0.0631704
0,4,38,882.658,0.0485253
0,4,39,881.756,0.0336577
0,4,40,888.144,0.0211013
0,4,41,897.467,0.012013
0,4,42,905.519,0.0063068
0,4,43,909.164,0.00320454
0,4,44,906.59,0.00177674
0,4,45,896.745,0.00123443
0,4,46,878.624,0.0011131
0,4,47,851.717,0.00112931
0,4,48,816.634,0.001136
0,4,49,775.679,0.00103658
0,5,0,1865.76,0.153062
0,5,1,2033.27,0.195891
0,5,2,2141.4,0.237212
0,5,3,2192.45,0.27293
0,5,4,2196.04,0.298766
0,5,5,2165.55,0.310655
0,5,6,2115.14,0.305658
0,5,7,2057.05,0.283218
0,5,8,1999.54,0.246047
0,5,9,1946.52,0.199932
0,5,10,1898.79,0.15218
0,5,11,1855.34,0.10961
0,5,12,1815.53,0.076668
0,5,13,1777.73,0.0551067
0,5,14,1740.38,0.0445976
0,5,15,1701.43,0.0437471
0,5,16,1658.92,0.0507854
0,5,17,1612.15,0.0637976
0,5,18,1561.36,0.0799324
0,5,19,1507.57,0.0954547
0,5,20,1452.28,0.106579
0,5,21,1396.87,0.110173
0,5,22,1342.45,0.105296
0,5,23,1290.08,0.0933158
0,5,24,1241.09,0.0773127
0,5,25,1197.36,0.0607529
0,5,26,1160.84,0.0465231
0,5,27,1132.92,0.036472
0,5,28,1113.47,0.0315459
0,5,29,1100.56,0.032008
0,5,30,1090.33,0.0376079
0,5,31,1078.24,0.0474714
0,5,32,1060.1,0.0597048
0,5,33,1033.92,0.0715476
0,5,34,1000.72,0.0795732
0,5,35,964.43,0.0810942
0,5,36,930.694,0.0752272
0,5,37,905.067,0.0632848
0,5,38,890.706,0.0481761
0,5,39,887.8,0.0331696
0,5,40,893.186,0.0206971
0,5,41,902.141,0.0118247
0,5,42,909.888,0.00640962
0,5,43,912.789,0.00365165
0,5,44,908.882,0.00260602
0,5,45,897.502,0.00245063
0,5,46,878.233,0.00266946
0,5,47,851.06,0.00290479
0,5,48,816.655,0.00295008
0,5,49,776.912,0.00270698
0,6,0,1814.59,0.1393
0,6,1,1987.13,0.182128
0,6,2,2104.2,0.225373
0,6,3,2165.84,0.264866
0,6,4,2179.2,0.295823
0,6,5,2155.26,0.313339
0,6,6,2106.46,0.31347
0,6,7,2044.54,0.294727
0,6,8,1978.78,0.259214
0,6,9,1915.22,0.21262
0,6,10,1856.94,0.162682
0,6,11,1804.69,0.11698
0,6,12,1758.59,0.0807718
0,6,13,1716.94,0.0564193
0,6,14,1677.6,0.0438462
0,6,15,1637.83,0.0415943
0,6,16,1595.18,0.0476721
0,6,17,1548.93,0.0599771
0,6,18,1499.7,0.0756318
0,6,19,1449.16,0.0910724
0,6,20,1399.35,0.102837
0,6,21,1351.68,0.107962
0,6,22,1306.74,0.105452
0,6,23,1264.66,0.0963335
0,6,24,1225.72,0.0831974
0,6,25,1190.92,0.069086
0,6,26,1161.74,0.0566906
0,6,27,1139.39,0.0478768
0,6,28,1123.9,0.0436638
0,6,29,1113.63,0.0443124
0,6,30,1105.02,0.049478
0,6,31,1093.73,0.0582048
0,6,32,1075.71,0.0686578
