x,y,z,ECM_density,Fib_field
0,0,0,2093.69,0.207488
0,0,1,2236.64,0.251373
0,0,2,2337.43,0.283865
0,0,3,2396.19,0.301643
0,0,4,2421.73,0.305101
0,0,5,2426.94,0.297225
0,0,6,2424.47,0.281371
0,0,7,2422.69,0.259521
0,0,8,2424.1,0.232106
0,0,9,2426.27,0.199273
0,0,10,2424.97,0.162361
0,0,11,2416.78,0.124358
0,0,12,2400.69,0.089303
0,0,13,2377.05,0.0605851
0,0,14,2346.94,0.0400767
0,0,15,2310.8,0.0279841
0,0,16,2268.43,0.0231866
0,0,17,2220.21,0.023954
0,0,18,2167.72,0.0284194
0,0,19,2113.76,0.0346879
0,0,20,2061.48,0.0406079
0,0,21,2012.57,0.0443044
0,0,22,1966.43,0.0445017
0,0,23,1920.21,0.0409003
0,0,24,1870.7,0.0343445
0,0,25,1816.09,0.0263461
0,0,26,1757.48,0.0184798
0,0,27,1698.52,0.0118765
0,0,28,1643.74,0.00701257
0,0,29,1596.56,0.00381507
0,0,30,1557.92,0.00191464
0,0,31,1526.41,0.000883909
0,0,32,1499.61,0.000372
0,0,33,1475.27,0.000129863
0,0,34,1452.13,3.95545e-05
0,0,35,1430.16,1.57533e-05
0,0,36,1410.01,5.95972e-06
0,0,37,1392.67,3.90543e-06
0,0,38,1378.63,6.25474e-06
0,0,39,1368.12,9.06988e-06
0,0,40,1361,1.19223e-05
0,0,41,1356.98,1.42214e-05
0,0,42,1355.39,1.54076e-05
0,0,43,1355.03,1.51707e-05
0,0,44,1354.15,1.35794e-05
0,0,45,1350.7,1.10496e-05
0,0,46,1342.81,8.17019e-06
0,0,47,1329.51,5.48589e-06
0,0,48,1311.15,3.34186e-06
0,0,49,1289.45,1.84495e-06
0,1,0,2196.09,0.217354
0,1,1,2350.89,0.264025
0,1,2,2459.37,0.29886
0,1,3,2522.51,0.318217
0,1,4,2550.14,0.322346
0,1,5,2556.23,0.314236
0,1,6,2554.39,0.297343
0,1,7,2553.72,0.273797
0,1,8,2556.97,0.244239
0,1,9,2561.39,0.209078
0,1,10,2562.15,0.169949
0,1,11,2555.14,0.130085
0,1,12,2538.84,0.0936623
0,1,13,2513.2,0.0641076
0,1,14,2479.14,0.0432545
0,1,15,2437.14,0.0312715
0,1,16,2387.39,0.0270059
0,1,17,2330.91,0.0286903
0,1,18,2270.22,0.0343601
0,1,19,2209.18,0.0419112
0,1,20,2151.78,0.0488934
0,1,21,2100.06,0.0531222
0,1,22,2053.1,0.0531359
0,1,23,2007.17,0.0486388
0,1,24,1958.05,0.0406732
0,1,25,1903.04,0.0310587
0,1,26,1842.87,0.0216707
0,1,27,1781.26,0.0138381
0,1,28,1723.17,0.00810615
0,1,29,1672.54,0.00436703
0,1,30,1630.59,0.00216592
0,1,31,1595.89,0.00098511
0,1,32,1565.75,0.000407328
0,1,33,1537.63,0.000138619
0,1,34,1510.14,4.09938e-05
0,1,35,1483.35,1.79195e-05
0,1,36,1458.18,9.88844e-06
0,1,37,1436,1.12225e-05
0,1,38,1417.56,1.79734e-05
0,1,39,1403.27,2.6063e-05
0,1,40,1393.08,3.42595e-05
0,1,41,1386.73,4.08663e-05
0,1,42,1383.5,4.42749e-05
0,1,43,1382.06,4.3594e-05
0,1,44,1380.39,3.90214e-05
0,1,45,1376.1,3.17517e-05
0,1,46,1367.01,2.34776e-05
0,1,47,1351.86,1.57641e-05
0,1,48,1330.92,9.60309e-06
0,1,49,1305.98,5.3016e-06
0,2,0,2248.36,0.206601
0,2,1,2408.99,0.251834
0,2,2,2521.55,0.285988
0,2,3,2587.49,0.305427
0,2,4,2617.08,0.310202
0,2,5,2624.75,0.30299
0,2,6,2624.53,0.286988
0,2,7,2625.87,0.264245
0,2,8,2631.55,0.235522
0,2,9,2638.6,0.20145
0,2,10,2641.77,0.163811
0,2,11,2636.48,0.1258
0,2,12,2620.84,0.091359
0,2,13,2594.46,0.0636474
0,2,14,2558.11,0.0443059
0,2,15,2512.29,0.0334655
0,2,16,2457.47,0.0300615
0,2,17,2395.3,0.0324629
0,2,18,2329.18,0.0387861
0,2,19,2263.96,0.0468864
0,2,20,2204.39,0.0542127
0,2,21,2152.78,0.0584438
0,2,22,2107.86,0.0580628
0,2,23,2065.01,0.0528276
0,2,24,2019.12,0.0439218
0,2,25,1966.65,0.033343
0,2,26,1907.87,0.0231195
0,2,27,1846.41,0.0146588
0,2,28,1787.43,0.00851619
0,2,29,1735.23,0.00454318
0,2,30,1691.34,0.00222753
0,2,31,1654.43,0.000998265
0,2,32,1621.72,0.000405282
0,2,33,1590.5,0.000134982
0,2,34,1559.38,4.01059e-05
0,2,35,1528.53,2.16681e-05
0,2,36,1499.15,1.93008e-05
0,2,37,1472.91,2.88574e-05
0,2,38,1450.81,4.62166e-05
0,2,39,1433.42,6.70179e-05
0,2,40,1420.66,8.80943e-05
0,2,41,1412.24,0.000105083
0,2,42,1407.37,0.000113848
0,2,43,1404.55,0.000112097
0,2,44,1401.68,0.000100339
0,2,45,1396.21,8.16457e-05
0,2,46,1385.84,6.037e-05
0,2,47,1369.17,4.05355e-05
0,2,48,1346.35,2.46932e-05
0,2,49,1319.15,1.36324e-05
0,3,0,2252.13,0.1788
0,3,1,2413.54,0.218973
0,3,2,2527.57,0.249847
0,3,3,2595.61,0.268109
0,3,4,2627.82,0.273612
0,3,5,2638.45,0.268482
0,3,6,2641.35,0.255346
0,3,7,2645.8,0.235933
0,3,8,2654.44,0.210977
0,3,9,2664.14,0.181195
0,3,10,2669.51,0.148329
0,3,11,2665.85,0.115276
0,3,12,2651.14,0.0854615
0,3,13,2624.86,0.0615791
0,3,14,2587.63,0.0449974
0,3,15,2539.98,0.0358271
0,3,16,2482.62,0.033181
0,3,17,2417.67,0.0356901
0,3,18,2349.27,0.0417059
0,3,19,2283,0.0492285
0,3,20,2224.14,0.0558481
0,3,21,2175.09,0.0593351
0,3,22,2134.2,0.0582783
0,3,23,2096.15,0.0525305
0,3,24,2055.13,0.0433193
0,3,25,2007.01,0.0326341
0,3,26,1951.61,0.0224576
0,3,27,1892.33,0.0141255
0,3,28,1834.29,0.00813466
0,3,29,1781.95,0.00429654
0,3,30,1737.06,0.00208319
0,3,31,1698.56,0.000920087
0,3,32,1663.74,0.000366757
0,3,33,1629.99,0.000120793
0,3,34,1596,3.91041e-05
0,3,35,1562.11,3.01474e-05
0,3,36,1529.77,3.97703e-05
0,3,37,1500.89,6.64002e-05
0,3,38,1476.6,0.000106343
0,3,39,1457.49,0.000154207
0,3,40,1443.33,0.000202703
0,3,41,1433.67,0.000241793
0,3,42,1427.51,0.000261961
0,3,43,1423.27,0.000257932
0,3,44,1418.84,0.000230877
0,3,45,1411.79,0.000187865
0,3,46,1399.92,0.00013891
0,3,47,1381.89,9.32713e-05
0,3,48,1357.74,5.68185e-05
0,3,49,1329.12,3.13679e-05
0,4,0,2215.48,0.141742
0,4,1,2373.68,0.174774
0,4,2,2487.37,0.200886
0,4,3,2557.59,0.217325
0,4,4,2593.79,0.223787
0,4,5,2609.38,0.221727
0,4,6,2617.28,0.213021
0,4,7,2626.03,0.198885
0,4,8,2637.87,0.179867
0,4,9,2649.68,0.1566
0,4,10,2656.35,0.130603
0,4,11,2653.49,0.104297
0,4,12,2639.35,0.0804666
0,4,13,2613.46,0.0612765
0,4,14,2576.48,0.0478253
0,4,15,2528.93,0.0402264
0,4,16,2471.66,0.037802
0,4,17,2407.09,0.0394921
0,4,18,2339.76,0.0439818
0,4,19,2275.6,0.049585
