x,y,z,ECM_density,Fib_field
0,0,0,2005.28,0.367006
0,0,1,2182.58,0.41244
0,0,2,2274.36,0.431184
0,0,3,2287.38,0.423551
0,0,4,2238.23,0.395663
0,0,5,2149.33,0.35652
0,0,6,2043.6,0.314719
0,0,7,1938.17,0.276246
0,0,8,1840.7,0.243569
0,0,9,1750.76,0.216124
0,0,10,1665.24,0.191652
0,0,11,1582.81,0.167659
0,0,12,1507.54,0.143234
0,0,13,1445.12,0.118445
0,0,14,1400.94,0.0945981
0,0,15,1376.68,0.0733958
0,0,16,1369.19,0.0566447
0,0,17,1372.68,0.045735
0,0,18,1380.35,0.0413935
0,0,19,1386.68,0.0434994
0,0,20,1387.59,0.0510715
0,0,21,1380.79,0.0621619
0,0,22,1365.17,0.0748979
0,0,23,1341.16,0.087855
0,0,24,1310.51,0.100752
0,0,25,1275.99,0.114429
0,0,26,1240.4,0.129876
0,0,27,1205.37,0.146978
0,0,28,1170.77,0.163721
0,0,29,1135.12,0.176476
0,0,30,1096.91,0.181517
0,0,31,1055.52,0.176897
0,0,32,1012.08,0.163807
0,0,33,969.255,0.146336
0,0,34,930.033,0.129914
0,0,35,896.521,0.118966
0,0,36,868.773,0.115184
0,0,37,845.571,0.116988
0,0,38,824.499,0.12054
0,0,39,804.657,0.121872
0,0,40,786.131,0.11831
0,0,41,772.608,0.11005
0,0,42,769.417,0.0997353
0,0,43,781.14,0.0909975
0,0,44,808.554,0.0868687
0,0,45,846.118,0.0884057
0,0,46,882.08,0.0939908
0,0,47,901.838,0.0999889
0,0,48,892.866,0.102192
0,0,49,849.601,0.0975796
0,1,0,2155.96,0.427073
0,1,1,2344.18,0.479677
0,1,2,2443.22,0.501434
0,1,3,2461.28,0.492789
0,1,4,2415.37,0.460747
0,1,5,2327.63,0.415496
0,1,6,2220.62,0.366808
0,1,7,2111.49,0.321685
0,1,8,2008.49,0.283388
0,1,9,1912.07,0.251806
0,1,10,1820.15,0.224671
0,1,11,1732.34,0.198972
0,1,12,1653.48,0.173074
0,1,13,1589.78,0.146317
0,1,14,1546.6,0.119663
0,1,15,1525.18,0.0950127
0,1,16,1521.54,0.0747986
0,1,17,1528.92,0.0611415
0,1,18,1539.67,0.0553431
0,1,19,1547.7,0.0574608
0,1,20,1548.61,0.066369
0,1,21,1540.08,0.0797388
0,1,22,1521.28,0.0952543
0,1,23,1493.29,0.111094
0,1,24,1458.74,0.126682
0,1,25,1421.22,0.14262
0,1,26,1383.85,0.159699
0,1,27,1347.87,0.177609
0,1,28,1312.15,0.194189
0,1,29,1274.05,0.205775
0,1,30,1231.3,0.208761
0,1,31,1183.21,0.201496
0,1,32,1131.52,0.185575
0,1,33,1079.86,0.165482
0,1,34,1032.09,0.146905
0,1,35,990.813,0.134277
0,1,36,956.147,0.129109
0,1,37,926.812,0.129595
0,1,38,900.351,0.131813
0,1,39,876.119,0.131943
0,1,40,854.538,0.127588
0,1,41,839.515,0.119201
0,1,42,836.223,0.109509
0,1,43,848.588,0.102006
0,1,44,876.371,0.0993962
0,1,45,912.959,0.102312
0,1,46,945.803,0.10874
0,1,47,960.008,0.114735
0,1,48,943.281,0.115979
0,1,49,890.748,0.109557
0,2,0,2227,0.464181
0,2,1,2422.37,0.521219
0,2,2,2527.79,0.545149
0,2,3,2552.06,0.536531
0,2,4,2512.07,0.502701
0,2,5,2429.16,0.454186
0,2,6,2324.93,0.401145
0,2,7,2216.04,0.35117
0,2,8,2111.12,0.308385
0,2,9,2011.79,0.273566
0,2,10,1917.36,0.244945
0,2,11,1828.57,0.219295
0,2,12,1750.78,0.194191
0,2,13,1690.21,0.167952
0,2,14,1651.51,0.140821
0,2,15,1635.07,0.114647
0,2,16,1636.06,0.0923588
0,2,17,1647.08,0.0767855
0,2,18,1660.16,0.0698154
0,2,19,1669.09,0.0716911
0,2,20,1669.49,0.0812098
0,2,21,1659.2,0.0958381
0,2,22,1637.67,0.113021
0,2,23,1606.62,0.130722
0,2,24,1569.5,0.148114
0,2,25,1530.65,0.165417
0,2,26,1493.39,0.183007
0,2,27,1458.46,0.200261
0,2,28,1423.57,0.215013
0,2,29,1384.8,0.223956
0,2,30,1339.04,0.224077
0,2,31,1285.49,0.21431
0,2,32,1226.44,0.196583
0,2,33,1166.46,0.175342
0,2,34,1110.25,0.155943
0,2,35,1061.01,0.142337
0,2,36,1019.17,0.135674
0,2,37,983.669,0.134123
0,2,38,952.316,0.134155
0,2,39,924.846,0.132636
0,2,40,901.918,0.127856
0,2,41,887.138,0.120642
0,2,42,884.783,0.113601
0,2,43,897.449,0.10967
0,2,44,923.632,0.110736
0,2,45,956.055,0.116597
0,2,46,982.32,0.124652
0,2,47,988.376,0.130698
0,2,48,963.101,0.130546
0,2,49,902.787,0.121709
0,3,0,2230.36,0.475535
0,3,1,2430.59,0.534127
0,3,2,2542.17,0.559469
0,3,3,2573.68,0.55216
0,3,4,2541.4,0.519244
0,3,5,2465.55,0.470685
0,3,6,2366.45,0.416191
0,3,7,2260.11,0.363462
0,3,8,2155.56,0.317462
0,3,9,2055.86,0.280222
0,3,10,1961.95,0.250971
0,3,11,1875.74,0.226656
0,3,12,1802.79,0.204172
0,3,13,1748.75,0.180723
0,3,14,1716.98,0.15558
0,3,15,1706.69,0.130273
0,3,16,1712.25,0.107976
0,3,17,1726.04,0.0920142
0,3,18,1740.27,0.0846949
0,3,19,1749.13,0.0863438
0,3,20,1748.58,0.0957122
0,3,21,1736.72,0.110264
0,3,22,1713.25,0.127485
0,3,23,1680.32,0.145414
0,3,24,1641.97,0.163134
0,3,25,1603.1,0.180482
0,3,26,1567.21,0.197315
0,3,27,1534.51,0.212642
0,3,28,1501.64,0.22441
0,3,29,1463.53,0.229958
0,3,30,1416.16,0.227169
0,3,31,1358.52,0.215681
0,3,32,1293.27,0.197562
0,3,33,1225.7,0.176774
0,3,34,1161.29,0.157826
0,3,35,1104.02,0.143852
0,3,36,1054.91,0.135613
0,3,37,1013.5,0.131526
0,3,38,978.189,0.128898
0,3,39,949.145,0.125712
0,3,40,927.018,0.12123
0,3,41,914.568,0.116726
0,3,42,914.515,0.114528
0,3,43,927.653,0.116699
0,3,44,951.174,0.123892
0,3,45,977.602,0.134681
0,3,46,995.472,0.145604
0,3,47,992.385,0.152104
0,3,48,958.979,0.150222
0,3,49,892.911,0.138131
0,4,0,2186.52,0.463828
0,4,1,2389.95,0.521543
0,4,2,2507.47,0.547683
0,4,3,2546.74,0.54277
0,4,4,2522.94,0.513041
0,4,5,2454.96,0.4672
0,4,6,2361.75,0.413873
0,4,7,2258.73,0.360453
0,4,8,2155.57,0.312624
0,4,9,2056.96,0.273798
0,4,10,1965.58,0.244498
0,4,11,1884.36,0.222198
0,4,12,1818.66,0.203385
0,4,13,1773.04,0.184312
0,4,14,1749.24,0.163253
0,4,15,1745.11,0.141236
0,4,16,1754.48,0.12136
0,4,17,1769.86,0.107078
0,4,18,1784.14,0.100793
0,4,19,1792.26,0.10271
0,4,20,1790.79,0.111502
0,4,21,1778.09,0.124778
0,4,22,1753.94,0.140324
0,4,23,1720.55,0.156551
0,4,24,1682.19,0.172703
0,4,25,1644.11,0.188398
0,4,26,1609.9,0.203073
0,4,27,1579.51,0.215456
0,4,28,1548.84,0.223715
0,4,29,1511.97,0.22594
0,4,30,1464.05,0.220936
0,4,31,1403.67,0.20892
0,4,32,1333.54,0.191809
0,4,33,1259.36,0.172707
0,4,34,1187.28,0.154991
0,4,35,1122.14,0.140905
0,4,36,1065.96,0.130974
0,4,37,1019.23,0.124162
0,4,38,981.202,0.118922
0,4,39,952.403,0.114561
0,4,40,933.177,0.11139
0,4,41,924.976,0.111108
0,4,42,928.565,0.115664
0,4,43,942.787,0.126075
0,4,44,963.695,0.141521
0,4,45,984.018,0.159069
0,4,46,993.675,0.174135
0,4,47,982.251,0.181626
0,4,48,942.27,0.177773
0,4,49,872.633,0.161526
0,5,0,2119.6,0.435171
0,5,1,2324.88,0.490257
0,5,2,2447.71,0.516617
0,5,3,2494.37,0.514583
0,5,4,2478.66,0.489311
0,5,5,2417.97,0.447944
0,5,6,2330,0.397752
0,5,7,2229.86,0.345576
0,5,8,2128.08,0.297567
0,5,9,2031.08,0.258329
0,5,10,1943.2,0.229639
0,5,11,1868.01,0.209686
0,5,12,1810.28,0.194907
0,5,13,1773.17,0.180991
0,5,14,1756.72,0.165454
0,5,15,1757.61,0.148777
0,5,16,1769.42,0.133678
0,5,17,1785.21,0.123315
0,5,18,1798.88,0.119793
0,5,19,1806.32,0.122952
0,5,20,1804.79,0.1313
0,5,21,1792.79,0.142642
0,5,22,1769.82,0.155192
0,5,23,1737.73,0.167931
0,5,24,1700.53,0.180506
0,5,25,1663.48,0.19261
