x,y,z,ECM_density,Fib_field
0,0,0,1813.34,0.173174
0,0,1,1946.7,0.192953
0,0,2,2013.78,0.197852
0,0,3,2020.99,0.187971
0,0,4,1984.26,0.166859
0,0,5,1924.09,0.139726
0,0,6,1860.2,0.111444
0,0,7,1806.25,0.085336
0,0,8,1767.17,0.06313
0,0,9,1740.56,0.0453038
0,0,10,1720.7,0.0319532
0,0,11,1701.86,0.0229728
0,0,12,1681.3,0.0185859
0,0,13,1657.25,0.0188986
0,0,14,1629.52,0.0239266
0,0,15,1597.83,0.0332427
0,0,16,1561.71,0.0456525
0,0,17,1520.88,0.059085
0,0,18,1474.8,0.0709044
0,0,19,1423.17,0.0785451
0,0,20,1366.15,0.0803389
0,0,21,1304.75,0.0760317
0,0,22,1240.93,0.0667414
0,0,23,1176.97,0.0544949
0,0,24,1115.56,0.0415332
0,0,25,1059.22,0.0296942
0,0,26,1010.12,0.0201291
0,0,27,969.539,0.0131917
0,0,28,937.445,0.00875341
0,0,29,912.463,0.0065055
0,0,30,891.94,0.00638871
0,0,31,873.142,0.00845077
0,0,32,853.747,0.0129421
0,0,33,833.158,0.0198156
0,0,34,812.566,0.0285087
0,0,35,794.389,0.0376909
0,0,36,781.258,0.045494
0,0,37,775.066,0.0500888
0,0,38,775.749,0.0503292
0,0,39,781.603,0.0461924
0,0,40,789.756,0.0387533
0,0,41,797.441,0.0297298
0,0,42,802.813,0.020855
0,0,43,805.06,0.0133718
0,0,44,803.874,0.00783103
0,0,45,798.499,0.00418499
0,0,46,787.657,0.00203881
0,0,47,770.307,0.000886765
0,0,48,746.65,0.000343382
0,0,49,718.678,0.000113876
0,1,0,1920.7,0.189115
0,1,1,2063.73,0.213976
0,1,2,2137.38,0.223537
0,1,3,2148.91,0.217148
0,1,4,2114.63,0.197766
0,1,5,2055.29,0.170305
0,1,6,1990.94,0.139719
0,1,7,1935.84,0.109762
0,1,8,1895.46,0.0828412
0,1,9,1867.67,0.0601723
0,1,10,1846.74,0.0424849
0,1,11,1826.73,0.0300571
0,1,12,1804.72,0.023234
0,1,13,1778.82,0.0220492
0,1,14,1748.73,0.0263846
0,1,15,1714.12,0.035713
0,1,16,1674.45,0.0487958
0,1,17,1629.4,0.063569
0,1,18,1578.46,0.0773221
0,1,19,1521.38,0.0872346
0,1,20,1458.47,0.0912167
0,1,21,1390.92,0.0885235
0,1,22,1320.94,0.0798907
0,1,23,1251.14,0.0672272
0,1,24,1184.52,0.0529497
0,1,25,1123.94,0.0392608
0,1,26,1071.79,0.0277
0,1,27,1029.43,0.0189097
0,1,28,996.663,0.0129043
0,1,29,971.722,0.00941226
0,1,30,951.343,0.00837356
0,1,31,932.153,0.00983274
0,1,32,911.281,0.0140892
0,1,33,887.919,0.0211589
0,1,34,863.469,0.030534
0,1,35,840.935,0.040865
0,1,36,823.721,0.0501346
0,1,37,814.456,0.0562273
0,1,38,813.462,0.0576265
0,1,39,819.072,0.0539864
0,1,40,828.063,0.0462395
0,1,41,837.171,0.0362011
0,1,42,844.053,0.0258925
0,1,43,847.465,0.0169043
0,1,44,846.758,0.0100627
0,1,45,840.878,0.00545496
0,1,46,828.243,0.00268969
0,1,47,807.612,0.00118807
0,1,48,779.218,0.000467439
0,1,49,745.403,0.000157717
0,2,0,1965.7,0.193454
0,2,1,2115.46,0.223233
0,2,2,2195.7,0.238712
0,2,3,2213.66,0.238243
0,2,4,2185.22,0.2236
0,2,5,2130.41,0.19871
0,2,6,2068.76,0.16806
0,2,7,2014.49,0.135596
0,2,8,1973.48,0.10445
0,2,9,1944.21,0.0768287
0,2,10,1921.46,0.054365
0,2,11,1899.59,0.0379233
0,2,12,1875.82,0.0280184
0,2,13,1848.24,0.024579
0,2,14,1816.44,0.0272758
0,2,15,1779.93,0.0354443
0,2,16,1738.02,0.0478606
0,2,17,1690.33,0.0626558
0,2,18,1636.49,0.0773039
0,2,19,1576.44,0.0889805
0,2,20,1510.75,0.0953268
0,2,21,1440.84,0.0950955
0,2,22,1368.99,0.088471
0,2,23,1297.86,0.0769779
0,2,24,1230.46,0.0629253
0,2,25,1169.7,0.0486549
0,2,26,1118.02,0.0359647
0,2,27,1076.76,0.0257634
0,2,28,1045.59,0.0182631
0,2,29,1022.46,0.0133204
0,2,30,1003.62,0.010943
0,2,31,985.156,0.0112159
0,2,32,963.726,0.01449
0,2,33,938.288,0.0208603
0,2,34,910.39,0.0299259
0,2,35,883.565,0.0404441
0,2,36,862.004,0.0504266
0,2,37,849.148,0.0576398
0,2,38,845.866,0.0602838
0,2,39,850.696,0.057656
0,2,40,860.164,0.0504026
0,2,41,870.503,0.0402434
0,2,42,878.756,0.0293187
0,2,43,883.112,0.019466
0,2,44,882.538,0.0117627
0,2,45,875.818,0.00646006
0,2,46,861.308,0.0032203
0,2,47,837.794,0.00144113
0,2,48,805.604,0.000574929
0,2,49,767.283,0.000197219
0,3,0,1959.64,0.188671
0,3,1,2114.62,0.222932
0,3,2,2202.18,0.244968
0,3,3,2228.67,0.252025
0,3,4,2208.71,0.244322
0,3,5,2160.89,0.224295
0,3,6,2103.55,0.195522
0,3,7,2050.48,0.161882
0,3,8,2008.03,0.127192
0,3,9,1975.71,0.094776
0,3,10,1949.39,0.0673432
0,3,11,1924.24,0.0465046
0,3,12,1897.83,0.0330082
0,3,13,1868.31,0.026682
0,3,14,1835.05,0.0269356
0,3,15,1797.26,0.0329228
0,3,16,1753.98,0.0434433
0,3,17,1704.8,0.0569311
0,3,18,1649.58,0.0712391
0,3,19,1588.68,0.0837883
0,3,20,1523.11,0.0921867
0,3,21,1454.52,0.0948124
0,3,22,1385.09,0.0912689
0,3,23,1317.18,0.0824993
0,3,24,1253.4,0.0703975
0,3,25,1196.38,0.0571217
0,3,26,1148.38,0.0444868
0,3,27,1110.7,0.0335674
0,3,28,1082.91,0.0248053
0,3,29,1062.81,0.0182964
0,3,30,1046.39,0.0142254
0,3,31,1029.38,0.0127941
0,3,32,1008.05,0.0144127
0,3,33,981.15,0.019249
0,3,34,950.282,0.0270188
0,3,35,919.417,0.0366687
0,3,36,893.481,0.0463963
0,3,37,876.739,0.0540444
0,3,38,870.722,0.057691
0,3,39,874.3,0.0563375
0,3,40,883.839,0.0502736
0,3,41,895.059,0.04095
0,3,42,904.293,0.0304161
0,3,43,909.075,0.0205826
0,3,44,908.004,0.0126821
0,3,45,899.921,0.00711518
0,3,46,883.423,0.00363871
0,3,47,857.592,0.00168988
0,3,48,822.912,0.000712733
0,3,49,781.942,0.000268434
0,4,0,1920.69,0.179015
0,4,1,2080.33,0.217067
0,4,2,2176.03,0.24546
0,4,3,2212.56,0.260413
0,4,4,2202.58,0.260522
0,4,5,2162.68,0.246558
0,4,6,2109.62,0.22095
0,4,7,2056.6,0.187288
0,4,8,2010.65,0.149919
0,4,9,1972.8,0.113221
0,4,10,1940.55,0.0809961
0,4,11,1910.3,0.0556766
0,4,12,1880.11,0.0383207
0,4,13,1848.13,0.028714
0,4,14,1813.39,0.0260135
0,4,15,1774.62,0.0291635
0,4,16,1730.52,0.0369531
0,4,17,1680.65,0.0481253
0,4,18,1625.2,0.060995
0,4,19,1565.17,0.0734134
0,4,20,1502.13,0.0832076
0,4,21,1437.95,0.0886061
0,4,22,1374.5,0.0887368
0,4,23,1313.52,0.0838774
0,4,24,1256.87,0.0752479
0,4,25,1206.6,0.0644865
0,4,26,1164.64,0.0531365
0,4,27,1132.14,0.0422877
0,4,28,1108.72,0.0326127
0,4,29,1092.19,0.0245468
0,4,30,1078.52,0.0185675
0,4,31,1063.25,0.0150788
0,4,32,1042.43,0.0145641
0,4,33,1014.61,0.017243
0,4,34,981.365,0.0229224
0,4,35,946.977,0.030763
0,4,36,916.978,0.0392486
0,4,37,896.365,0.0464669
0,4,38,887.355,0.0505621
0,4,39,889.219,0.050377
0,4,40,898.257,0.0458673
0,4,41,909.726,0.0381105
0,4,42,919.261,0.0288766
0,4,43,923.754,0.0199511
0,4,44,921.527,0.0125799
0,4,45,911.685,0.00725611
0,4,46,893.331,0.00384602
0,4,47,866.028,0.00187964
0,4,48,830.428,0.00085291
0,4,49,788.877,0.000358168
0,5,0,1868.2,0.168201
0,5,1,2032.44,0.209058
0,5,2,2136.78,0.242768
0,5,3,2183.89,0.264776
0,5,4,2184.07,0.272296
0,5,5,2151.58,0.26456
0,5,6,2101.42,0.242817
0,5,7,2046.26,0.210173
0,5,8,1994.08,0.171229
0,5,9,1947.91,0.131169
0,5,10,1907.3,0.0947461
0,5,11,1870.12,0.0652053
0,5,12,1835.03,0.0440089
0,5,13,1800.1,0.0310139
0,5,14,1763.82,0.0252024
0,5,15,1724.32,0.025318
0,5,16,1679.87,0.0300854
0,5,17,1630,0.0384796
0,5,18,1575.37,0.0492434
0,5,19,1517.61,0.0607375
0,5,20,1458.92,0.0712021
0,5,21,1401.29,0.078955
0,5,22,1346.14,0.0828348
0,5,23,1294.36,0.0824844
0,5,24,1246.85,0.0783027
0,5,25,1204.92,0.071151
0,5,26,1170.02,0.0620527
0,5,27,1143.24,0.0519609
0,5,28,1124.26,0.0417524
0,5,29,1111.13,0.0322588
0,5,30,1099.97,0.0243325
0,5,31,1086.33,0.0186423
0,5,32,1066.22,0.0157584
0,5,33,1038,0.0159317
0,5,34,1003.17,0.0190274
0,5,35,966.131,0.0244056
0,5,36,932.807,0.0308742
0,5,37,908.719,0.0368743
0,5,38,896.675,0.0407771
0,5,39,896.355,0.0414273
0,5,40,904.101,0.0385317
0,5,41,914.876,0.0327656
0,5,42,923.783,0.0254839
0,5,43,927.239,0.0181668
0,5,44,923.429,0.011921
0,5,45,911.861,0.00725176
0,5,46,892.248,0.00413186
0,5,47,864.659,0.00222833
0,5,48,829.802,0.00114997
0,5,49,789.59,0.000568932
0,6,0,1817.78,0.158372
0,6,1,1986.81,0.200854
0,6,2,2099.73,0.238307
0,6,3,2156.96,0.26575
0,6,4,2166.3,0.279435
0,6,5,2139.64,0.277386
0,6,6,2090.33,0.259771
0,6,7,2030.66,0.229061
0,6,8,1969.82,0.189777
0,6,9,1913.03,0.147553
0,6,10,1862.16,0.107849
0,6,11,1816.7,0.0746526
0,6,12,1775.9,0.0499188
0,6,13,1737.66,0.0337155
0,6,14,1699.84,0.0249765
0,6,15,1659.87,0.022295
0,6,16,1615.57,0.0242911
0,6,17,1566.49,0.0300563
0,6,18,1513.66,0.0386408
0,6,19,1459.33,0.0488768
0,6,20,1406.14,0.0594884
0,6,21,1356.11,0.0690421
0,6,22,1310.06,0.0762758
0,6,23,1268.06,0.080319
0,6,24,1229.98,0.0807598
0,6,25,1196.39,0.0775999
0,6,26,1168.31,0.0712281
0,6,27,1146.71,0.0623673
0,6,28,1131.47,0.0520463
0,6,29,1120.93,0.0414697
0,6,30,1111.57,0.031853
0,6,31,1099.14,0.0241213
0,6,32,1079.76,0.01892
0,6,33,1051.66,0.0165167
0,6,34,1016.23,0.0168256
0,6,35,977.798,0.0193932
0,6,36,942.365,0.0233599
0,6,37,915.655,0.0275735
0,6,38,900.843,0.0307354
0,6,39,897.957,0.0318224
0,6,40,903.517,0.0303901
0,6,41,912.464,0.0267336
0,6,42,919.708,0.0217188
0,6,43,921.494,0.0163916
0,6,44,916.051,0.0115928
0,6,45,903.32,0.00776454
0,6,46,883.523,0.0049768
0,6,47,857.057,0.00307034
0,6,48,824.465,0.00182379
0,6,49,787.026,0.00103553
0,7,0,1778.68,0.149966
0,7,1,1952.62,0.192877
0,7,2,2073.44,0.232388
0,7,3,2139.51,0.263442
0,7,4,2156.29,0.281766
0,7,5,2133.54,0.284552
0,7,6,2083.17,0.27105
0,7,7,2017.27,0.242986
0,7,8,1946.28,0.204512
0,7,9,1877.68,0.161358
0,7,10,1815.65,0.119435
0,7,11,1761.28,0.0833593
0,7,12,1714.4,0.0556408
0,7,13,1672.69,0.0366778
0,7,14,1633.3,0.0254943
0,7,15,1593.04,0.0206123
0,7,16,1549.35,0.0205413
0,7,17,1501.78,0.0243801
0,7,18,1451.65,0.0313193
0,7,19,1401.59,0.0405215
0,7,20,1354.45,0.051117
0,7,21,1312.08,0.0619518
0,7,22,1274.75,0.0717987
0,7,23,1241.73,0.0794591
0,7,24,1212.08,0.0838874
0,7,25,1185.72,0.0843501
0,7,26,1163.27,0.0806588
0,7,27,1145.62,0.0732901
0,7,28,1132.87,0.0633472
0,7,29,1123.72,0.0522866
0,7,30,1115.15,0.0415595
0,7,31,1103.27,0.032246
0,7,32,1084.47,0.025017
0,7,33,1057,0.0201511
0,7,34,1022.09,0.0176426
0,7,35,983.789,0.0172493
0,7,36,947.837,0.0184637
0,7,37,919.765,0.0205673
0,7,38,902.816,0.0226382
0,7,39,897.242,0.0238562
0,7,40,899.859,0.02369
0,7,41,905.918,0.022084
0,7,42,910.556,0.0193834
