x,y,z,Type,State,extra
0,7,49,2,4,0
10,20,39,1,7,40091|1303470|1|2
46,49,0,6,16,0
20,13,8,6,16,0
46,12,40,1,8,27384.2|1078193|-1|0
4,12,8,1,7,33422.8|32231|6|0
2,25,35,1,8,35811.7|12647|-1|0
42,47,21,1,8,46457.9|27194|-1|0
14,25,19,1,8,28700.3|434061|-1|0
12,42,39,1,8,37929.6|8427|-1|0
28,14,15,1,8,31706.1|900237|-1|0
29,39,30,1,8,41487.6|765160|-1|0
32,0,33,5,14,47490.6
8,22,30,1,8,25556.9|6959|-1|0
26,31,28,1,8,36706.2|42790|-1|0
49,0,4,2,4,0
40,10,14,6,16,0
45,21,33,1,8,28421|25902|-1|0
15,1,31,1,8,29859.7|971838|-1|0
39,40,27,1,8,46576.6|40830|-1|0
9,30,25,1,8,24793.9|6959|-1|0
48,2,0,2,5,0
10,34,14,1,7,40376.1|13778|3|1
48,12,12,6,16,0
44,14,45,1,7,26580.7|41856|4|2
49,19,35,1,7,27041.9|27643|6|0
16,39,17,1,7,29351.8|428763|5|1
30,7,44,1,8,26580.7|729355|-1|0
49,2,1,2,4,0
48,3,46,1,8,33360.7|40410|-1|0
3,27,17,1,7,28512.6|18800|2|1
29,20,7,1,8,39338.8|900237|-1|0
32,47,37,1,7,40699.6|1031|5|2
16,34,36,1,7,33085.4|723216|5|1
17,3,22,8,19,0
24,35,42,1,8,40699.6|1031|-1|0
3,34,39,1,7,34147.1|7107|3|3
18,38,16,1,7,36116|17693|4|2
20,33,32,1,7,42904|2019|5|2
48,8,16,6,16,0
46,3,1,6,16,0
30,17,30,1,7,45521.2|31963|2|1
27,16,21,1,8,22472.3|11746|-1|0
10,11,21,1,8,21947.2|36179|-1|0
0,13,44,3,9,0
4,0,36,2,4,0
46,27,1,6,16,0
25,19,12,1,8,27457.7|581078|-1|0
48,35,25,1,8,46576.6|40830|-1|0
35,38,13,1,7,45727.9|114087|6|1
45,3,29,1,8,34097.3|30629|-1|0
49,1,14,2,4,0
49,2,10,2,4,0
27,45,33,1,8,38757.7|41583|-1|0
0,14,49,2,4,0
44,20,21,1,7,35129.3|7620|6|1
19,32,18,1,7,29351.8|428763|5|1
29,19,27,6,16,0
22,31,37,1,8,29796.6|43637|-1|0
27,16,10,1,7,29067|581078|2|4
25,1,33,1,8,29859.7|971838|-1|0
48,1,37,1,8,31873.5|40410|-1|0
22,34,17,1,8,36116|17693|-1|0
16,2,23,1,8,24225.7|455800|-1|0
25,17,26,1,8,29796.6|43637|-1|0
40,37,1,1,8,45727.9|114087|-1|0
2,46,38,1,8,31026.6|22377|-1|0
11,32,24,1,8,28700.3|434061|-1|0
15,3,29,6,16,0
