agent_type,agent_id,x,y,z,cell_state,additional_info
CANCER,1,17,28,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,2,19,19,21,PROGENITOR,divideCD=0;divideFlag=1
CANCER,3,20,21,21,PROGENITOR,divideCD=0;divideFlag=1
CANCER,4,20,20,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,5,22,23,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,6,18,22,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,7,19,20,29,PROGENITOR,divideCD=0;divideFlag=1
CANCER,8,19,24,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,9,18,23,21,PROGENITOR,divideCD=0;divideFlag=1
CANCER,10,18,25,20,PROGENITOR,divideCD=0;divideFlag=1
CANCER,11,17,21,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,12,19,24,32,PROGENITOR,divideCD=0;divideFlag=1
CANCER,13,22,26,21,PROGENITOR,divideCD=0;divideFlag=1
CANCER,14,21,26,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,15,17,29,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,16,22,25,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,17,16,26,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,18,19,22,31,PROGENITOR,divideCD=0;divideFlag=1
CANCER,19,22,27,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,20,21,23,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,21,20,25,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,22,18,24,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,23,16,25,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,24,20,26,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,25,18,29,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,26,21,28,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,27,17,27,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,28,20,24,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,29,22,29,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,30,21,29,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,31,21,21,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,32,20,21,22,PROGENITOR,divideCD=0;divideFlag=1
CANCER,33,26,20,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,34,20,23,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,35,21,18,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,36,20,22,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,37,20,22,20,PROGENITOR,divideCD=0;divideFlag=1
CANCER,38,16,19,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,39,19,21,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,40,21,25,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,41,21,24,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,42,21,23,29,PROGENITOR,divideCD=0;divideFlag=1
CANCER,43,24,20,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,44,24,24,19,PROGENITOR,divideCD=0;divideFlag=1
CANCER,45,23,27,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,46,22,24,21,PROGENITOR,divideCD=0;divideFlag=1
CANCER,47,17,24,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,48,22,26,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,49,21,30,30,PROGENITOR,divideCD=0;divideFlag=1
CANCER,50,21,24,29,PROGENITOR,divideCD=0;divideFlag=1
CANCER,51,19,26,19,PROGENITOR,divideCD=0;divideFlag=1
CANCER,52,19,27,22,PROGENITOR,divideCD=0;divideFlag=1
CANCER,53,20,24,22,PROGENITOR,divideCD=0;divideFlag=1
CANCER,54,20,26,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,55,21,26,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,56,24,25,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,57,19,24,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,58,21,26,29,PROGENITOR,divideCD=0;divideFlag=1
CANCER,59,21,23,31,PROGENITOR,divideCD=0;divideFlag=1
CANCER,60,20,30,20,PROGENITOR,divideCD=0;divideFlag=1
CANCER,61,21,25,21,PROGENITOR,divideCD=0;divideFlag=1
CANCER,62,21,28,22,PROGENITOR,divideCD=0;divideFlag=1
CANCER,63,16,26,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,64,20,25,29,PROGENITOR,divideCD=0;divideFlag=1
CANCER,65,22,26,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,66,20,28,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,67,24,28,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,68,19,27,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,69,22,28,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,70,20,29,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,71,21,27,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,72,22,26,27,PROGENITOR,divideCD=0;divideFlag=1
