agent_type,agent_id,x,y,z,cell_state,additional_info
CANCER,1,18,27,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,2,20,20,21,PROGENITOR,divideCD=0;divideFlag=1
CANCER,3,20,22,22,PROGENITOR,divideCD=0;divideFlag=1
CANCER,4,20,20,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,5,22,23,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,6,19,22,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,7,19,21,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,8,21,24,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,9,19,24,21,PROGENITOR,divideCD=0;divideFlag=1
CANCER,10,18,24,21,PROGENITOR,divideCD=0;divideFlag=1
CANCER,11,18,21,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,12,20,24,31,PROGENITOR,divideCD=0;divideFlag=1
CANCER,13,21,27,21,PROGENITOR,divideCD=0;divideFlag=1
CANCER,14,21,26,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,15,17,28,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,16,22,25,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,17,18,26,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,18,20,22,30,PROGENITOR,divideCD=0;divideFlag=1
CANCER,19,22,27,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,20,21,24,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,21,20,26,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,22,18,24,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,23,17,25,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,24,20,26,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,25,19,30,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,26,21,28,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,27,18,27,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,28,19,24,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,29,22,29,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,30,22,29,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,31,21,21,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,32,20,23,22,PROGENITOR,divideCD=0;divideFlag=1
CANCER,33,25,20,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,34,20,23,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,35,21,17,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,36,20,22,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,37,22,22,20,PROGENITOR,divideCD=0;divideFlag=1
CANCER,38,17,20,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,39,20,22,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,40,21,25,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,41,21,24,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,42,21,23,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,43,24,21,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,44,24,24,20,PROGENITOR,divideCD=0;divideFlag=1
CANCER,45,23,27,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,46,22,24,22,PROGENITOR,divideCD=0;divideFlag=1
CANCER,47,18,24,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,48,22,26,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,49,22,29,30,PROGENITOR,divideCD=0;divideFlag=1
CANCER,50,21,24,29,PROGENITOR,divideCD=0;divideFlag=1
CANCER,51,20,26,20,PROGENITOR,divideCD=0;divideFlag=1
CANCER,52,20,28,22,PROGENITOR,divideCD=0;divideFlag=1
CANCER,53,20,24,22,PROGENITOR,divideCD=0;divideFlag=1
CANCER,54,20,26,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,55,21,26,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,56,24,25,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,57,19,24,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,58,21,26,29,PROGENITOR,divideCD=0;divideFlag=1
CANCER,59,21,22,30,PROGENITOR,divideCD=0;divideFlag=1
CANCER,60,20,29,19,PROGENITOR,divideCD=0;divideFlag=1
CANCER,61,21,24,21,PROGENITOR,divideCD=0;divideFlag=1
CANCER,62,22,27,22,PROGENITOR,divideCD=0;divideFlag=1
CANCER,63,18,26,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,64,20,25,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,65,22,26,26,PROGENITOR,divideCD=0;divideFlag=1
