agent_type,agent_id,x,y,z,cell_state,additional_info
CANCER,1,19,27,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,2,20,21,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,3,20,22,21,PROGENITOR,divideCD=0;divideFlag=1
CANCER,4,21,21,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,5,21,24,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,6,20,21,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,7,20,23,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,8,21,24,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,9,21,24,22,PROGENITOR,divideCD=0;divideFlag=1
CANCER,10,18,24,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,11,19,22,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,12,19,24,29,PROGENITOR,divideCD=0;divideFlag=1
CANCER,13,21,26,21,PROGENITOR,divideCD=0;divideFlag=1
CANCER,14,21,26,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,15,19,29,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,16,22,25,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,17,19,26,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,18,21,23,29,PROGENITOR,divideCD=0;divideFlag=1
CANCER,19,20,27,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,20,21,25,22,PROGENITOR,divideCD=0;divideFlag=1
CANCER,21,20,25,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,22,19,25,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,23,18,26,29,PROGENITOR,divideCD=0;divideFlag=1
CANCER,24,20,26,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,25,19,29,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,26,22,28,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,27,18,26,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,28,20,25,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,29,22,28,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,30,22,29,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,31,22,20,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,32,21,22,22,PROGENITOR,divideCD=0;divideFlag=1
CANCER,33,25,20,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,34,21,22,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,35,21,19,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,36,20,21,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,37,23,23,21,PROGENITOR,divideCD=0;divideFlag=1
CANCER,38,19,21,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,39,21,22,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,40,22,25,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,41,22,22,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,42,21,22,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,43,23,22,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,44,22,24,19,PROGENITOR,divideCD=0;divideFlag=1
CANCER,45,23,26,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,46,22,24,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,47,18,24,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,48,23,26,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,49,22,27,29,PROGENITOR,divideCD=0;divideFlag=1
CANCER,50,22,23,29,PROGENITOR,divideCD=0;divideFlag=1
CANCER,51,20,25,20,PROGENITOR,divideCD=0;divideFlag=1
CANCER,52,20,27,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,53,20,25,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,54,20,25,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,55,22,25,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,56,24,26,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,57,21,24,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,58,21,25,29,PROGENITOR,divideCD=0;divideFlag=1
CANCER,59,22,22,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,60,21,29,21,PROGENITOR,divideCD=0;divideFlag=1
CANCER,61,21,26,22,PROGENITOR,divideCD=0;divideFlag=1
CANCER,62,22,26,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,63,20,26,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,64,21,25,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,65,22,27,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,66,19,28,29,PROGENITOR,divideCD=0;divideFlag=1
CANCER,67,23,29,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,68,19,27,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,69,22,27,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,70,20,27,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,71,21,27,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,72,22,25,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,73,20,27,30,PROGENITOR,divideCD=0;divideFlag=1
CANCER,74,21,30,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,75,22,29,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,76,22,28,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,77,21,30,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,78,18,27,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,79,20,31,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,80,24,20,21,PROGENITOR,divideCD=0;divideFlag=1
CANCER,81,22,21,21,PROGENITOR,divideCD=0;divideFlag=1
CANCER,82,23,19,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,83,21,20,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,84,22,18,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,85,23,22,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,86,22,20,22,PROGENITOR,divideCD=0;divideFlag=1
CANCER,87,23,21,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,88,22,21,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,89,23,22,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,90,22,21,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,91,22,21,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,92,22,25,19,PROGENITOR,divideCD=0;divideFlag=1
CANCER,93,23,25,22,PROGENITOR,divideCD=0;divideFlag=1
CANCER,94,23,23,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,95,19,23,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,96,22,23,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,97,23,22,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,98,23,23,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,99,22,22,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,100,24,22,30,PROGENITOR,divideCD=0;divideFlag=1
CANCER,101,23,24,20,PROGENITOR,divideCD=0;divideFlag=1
CANCER,102,24,25,22,PROGENITOR,divideCD=0;divideFlag=1
CANCER,103,22,25,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,104,23,24,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,105,24,24,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,106,23,24,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,107,22,24,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,108,23,25,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,109,23,25,31,PROGENITOR,divideCD=0;divideFlag=1
CANCER,110,22,26,18,PROGENITOR,divideCD=0;divideFlag=1
CANCER,111,23,26,21,PROGENITOR,divideCD=0;divideFlag=1
CANCER,112,22,24,22,PROGENITOR,divideCD=0;divideFlag=1
CANCER,113,24,25,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,114,23,25,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,115,23,25,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,116,23,24,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,117,22,26,29,PROGENITOR,divideCD=0;divideFlag=1
CANCER,118,23,26,30,PROGENITOR,divideCD=0;divideFlag=1
CANCER,119,20,27,21,PROGENITOR,divideCD=0;divideFlag=1
CANCER,120,23,28,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,121,24,27,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,122,23,26,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,123,24,26,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,124,21,26,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,125,22,26,30,PROGENITOR,divideCD=0;divideFlag=1
CANCER,126,22,27,30,PROGENITOR,divideCD=0;divideFlag=1
CANCER,127,23,25,32,PROGENITOR,divideCD=0;divideFlag=1
CANCER,128,23,28,18,PROGENITOR,divideCD=0;divideFlag=1
CANCER,129,23,29,20,PROGENITOR,divideCD=0;divideFlag=1
CANCER,130,24,28,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,131,23,27,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,132,23,27,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,133,23,27,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,134,23,28,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,135,21,27,29,PROGENITOR,divideCD=0;divideFlag=1
CANCER,136,22,28,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,137,23,29,22,PROGENITOR,divideCD=0;divideFlag=1
CANCER,138,22,29,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,139,21,27,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,140,23,28,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,141,24,28,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,142,24,30,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,143,22,29,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,144,21,30,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,145,23,30,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,146,24,30,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,147,23,30,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,148,23,29,29,PROGENITOR,divideCD=0;divideFlag=1
CANCER,149,23,20,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,150,25,18,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,151,24,19,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,152,25,17,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,153,23,21,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,154,24,20,22,PROGENITOR,divideCD=0;divideFlag=1
CANCER,155,22,22,22,PROGENITOR,divideCD=0;divideFlag=1
CANCER,156,23,19,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,157,24,22,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,158,24,22,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,159,25,22,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,160,24,22,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,161,25,22,21,PROGENITOR,divideCD=0;divideFlag=1
CANCER,162,24,24,18,PROGENITOR,divideCD=0;divideFlag=1
CANCER,163,24,22,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,164,25,23,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,165,24,24,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,166,24,23,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,167,25,23,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,168,25,23,30,PROGENITOR,divideCD=0;divideFlag=1
CANCER,169,24,23,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,170,24,24,20,PROGENITOR,divideCD=0;divideFlag=1
CANCER,171,24,24,22,PROGENITOR,divideCD=0;divideFlag=1
CANCER,172,26,24,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,173,25,23,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,174,24,25,25,STEM,divideCD=5;divideFlag=1
CANCER,175,24,24,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,176,24,23,30,PROGENITOR,divideCD=0;divideFlag=1
CANCER,177,23,23,29,PROGENITOR,divideCD=0;divideFlag=1
CANCER,178,24,24,31,PROGENITOR,divideCD=0;divideFlag=1
CANCER,179,23,26,18,PROGENITOR,divideCD=0;divideFlag=1
CANCER,180,23,27,21,PROGENITOR,divideCD=0;divideFlag=1
CANCER,181,24,24,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,182,27,24,25,STEM,divideCD=5;divideFlag=1
CANCER,183,28,25,26,STEM,divideCD=5;divideFlag=1
CANCER,184,23,26,29,STEM,divideCD=5;divideFlag=1
CANCER,185,24,24,29,PROGENITOR,divideCD=0;divideFlag=1
CANCER,186,24,26,29,PROGENITOR,divideCD=0;divideFlag=1
CANCER,187,26,24,30,PROGENITOR,divideCD=0;divideFlag=1
CANCER,188,23,26,20,PROGENITOR,divideCD=0;divideFlag=1
CANCER,189,24,28,21,PROGENITOR,divideCD=0;divideFlag=1
CANCER,190,24,25,21,PROGENITOR,divideCD=0;divideFlag=1
CANCER,191,25,26,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,192,25,25,25,STEM,divideCD=5;divideFlag=1
CANCER,193,24,25,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,194,25,26,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,195,22,25,30,PROGENITOR,divideCD=0;divideFlag=1
CANCER,196,25,27,33,PROGENITOR,divideCD=0;divideFlag=1
CANCER,197,24,29,21,PROGENITOR,divideCD=0;divideFlag=1
CANCER,198,25,28,20,PROGENITOR,divideCD=0;divideFlag=1
CANCER,199,24,29,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,200,25,27,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,201,24,27,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,202,25,28,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,203,26,27,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,204,24,27,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,205,22,28,30,PROGENITOR,divideCD=0;divideFlag=1
CANCER,206,24,27,19,PROGENITOR,divideCD=0;divideFlag=1
CANCER,207,24,28,22,PROGENITOR,divideCD=0;divideFlag=1
CANCER,208,23,29,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,209,25,28,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,210,25,29,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,211,24,32,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,212,23,29,30,PROGENITOR,divideCD=0;divideFlag=1
CANCER,213,24,30,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,214,22,30,22,PROGENITOR,divideCD=0;divideFlag=1
CANCER,215,24,31,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,216,24,29,29,PROGENITOR,divideCD=0;divideFlag=1
CANCER,217,26,29,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,218,26,21,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,219,27,21,20,PROGENITOR,divideCD=0;divideFlag=1
CANCER,220,26,19,22,PROGENITOR,divideCD=0;divideFlag=1
CANCER,221,25,19,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,222,27,20,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,223,25,22,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,224,24,21,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,225,27,18,29,PROGENITOR,divideCD=0;divideFlag=1
CANCER,226,23,22,19,PROGENITOR,divideCD=0;divideFlag=1
CANCER,227,24,23,22,PROGENITOR,divideCD=0;divideFlag=1
CANCER,228,25,22,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,229,26,21,22,PROGENITOR,divideCD=0;divideFlag=1
CANCER,230,26,22,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,231,24,21,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,232,25,22,30,PROGENITOR,divideCD=0;divideFlag=1
CANCER,233,27,23,29,PROGENITOR,divideCD=0;divideFlag=1
CANCER,234,26,21,29,PROGENITOR,divideCD=0;divideFlag=1
CANCER,235,24,22,19,PROGENITOR,divideCD=0;divideFlag=1
CANCER,236,25,24,20,PROGENITOR,divideCD=0;divideFlag=1
CANCER,237,25,24,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,238,28,24,24,PROGENITOR,divideCD=0;divideFlag=1
CANCER,239,23,23,25,PROGENITOR,divideCD=0;divideFlag=1
CANCER,240,26,23,26,PROGENITOR,divideCD=0;divideFlag=1
CANCER,241,25,25,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,242,24,23,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,243,25,21,31,PROGENITOR,divideCD=0;divideFlag=1
CANCER,244,25,23,18,PROGENITOR,divideCD=0;divideFlag=1
CANCER,245,23,23,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,246,27,24,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,247,26,26,22,STEM,divideCD=5;divideFlag=1
CANCER,248,27,24,24,STEM,divideCD=5;divideFlag=1
CANCER,249,24,25,30,STEM,divideCD=5;divideFlag=1
CANCER,250,25,24,29,PROGENITOR,divideCD=0;divideFlag=1
CANCER,251,26,23,30,PROGENITOR,divideCD=0;divideFlag=1
CANCER,252,25,24,33,PROGENITOR,divideCD=0;divideFlag=1
CANCER,253,24,25,19,PROGENITOR,divideCD=0;divideFlag=1
CANCER,254,25,23,19,PROGENITOR,divideCD=0;divideFlag=1
CANCER,255,25,25,20,PROGENITOR,divideCD=0;divideFlag=1
CANCER,256,25,25,23,PROGENITOR,divideCD=0;divideFlag=1
CANCER,257,26,26,25,STEM,divideCD=5;divideFlag=1
CANCER,258,23,28,26,STEM,divideCD=5;divideFlag=1
CANCER,259,26,23,28,STEM,divideCD=5;divideFlag=1
CANCER,260,26,25,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,261,26,25,27,PROGENITOR,divideCD=0;divideFlag=1
CANCER,262,24,25,28,PROGENITOR,divideCD=0;divideFlag=1
CANCER,263,25,25,32,PROGENITOR,divideCD=0;divideFlag=1
CANCER,264,25,27,21,PROGENITOR,divideCD=0;divideFlag=1
CANCER,265,24,26,22,PROGENITOR,divideCD=0;divideFlag=1
