agent_type,agent_id,x,y,z,cell_state,additional_info
CANCER,1,19,26,24,PROGENITOR,divideCD=1;divideFlag=1
CANCER,2,20,22,23,PROGENITOR,divideCD=1;divideFlag=1
CANCER,3,20,22,22,PROGENITOR,divideCD=1;divideFlag=1
CANCER,4,21,21,25,PROGENITOR,divideCD=1;divideFlag=1
CANCER,5,22,24,26,PROGENITOR,divideCD=1;divideFlag=1
CANCER,6,20,22,25,PROGENITOR,divideCD=1;divideFlag=1
CANCER,7,20,23,27,PROGENITOR,divideCD=1;divideFlag=1
CANCER,8,20,24,25,PROGENITOR,divideCD=1;divideFlag=1
CANCER,9,20,24,22,PROGENITOR,divideCD=1;divideFlag=1
CANCER,10,19,24,24,PROGENITOR,divideCD=1;divideFlag=1
CANCER,11,20,22,26,PROGENITOR,divideCD=1;divideFlag=1
CANCER,12,19,24,28,PROGENITOR,divideCD=1;divideFlag=1
CANCER,13,21,25,21,PROGENITOR,divideCD=1;divideFlag=1
CANCER,14,20,26,24,PROGENITOR,divideCD=1;divideFlag=1
CANCER,15,19,28,24,PROGENITOR,divideCD=1;divideFlag=1
CANCER,16,22,24,24,PROGENITOR,divideCD=1;divideFlag=1
CANCER,17,19,25,27,PROGENITOR,divideCD=1;divideFlag=1
CANCER,18,21,23,28,PROGENITOR,divideCD=1;divideFlag=1
CANCER,19,20,27,28,PROGENITOR,divideCD=1;divideFlag=1
CANCER,20,20,25,22,PROGENITOR,divideCD=1;divideFlag=1
CANCER,21,21,25,25,PROGENITOR,divideCD=1;divideFlag=1
CANCER,22,19,25,25,PROGENITOR,divideCD=1;divideFlag=1
CANCER,23,18,26,28,PROGENITOR,divideCD=1;divideFlag=1
CANCER,24,20,26,26,PROGENITOR,divideCD=1;divideFlag=1
CANCER,25,19,28,23,PROGENITOR,divideCD=1;divideFlag=1
CANCER,26,21,28,24,PROGENITOR,divideCD=1;divideFlag=1
CANCER,27,18,26,24,PROGENITOR,divideCD=1;divideFlag=1
CANCER,28,19,25,26,PROGENITOR,divideCD=1;divideFlag=1
