time,V_C.nT0,V_C.T0,V_C.nT1,V_C.T1,V_C.aPD1,V_C.aPDL1,V_C.aCTLA4,V_C.Th,V_C.cabozantinib,V_C.A_site1,V_C.A_site2,V_P.nT0,V_P.T0,V_P.nT1,V_P.T1,V_P.aPD1,V_P.aPDL1,V_P.aCTLA4,V_P.Th,V_P.cabozantinib,V_T.C_x,V_T.T1_exh,V_T.Th_exh,V_T.C1,V_T.K,V_T.c_vas,V_T.C2,V_T.T0,V_T.T1,V_T.IFNg,V_T.APC,V_T.mAPC,V_T.P0,V_T.P1,V_T.aPD1,V_T.aPDL1,V_T.aCTLA4,V_T.Th,V_T.TGFb,V_T.MDSC,V_T.NO,V_T.ArgI,V_T.CCL2,V_T.cabozantinib,V_T.Mac_M1,V_T.Mac_M2,V_T.IL12,V_T.IL10,V_T.Fib,V_T.CAF,V_T.ECM,V_LN.nT0,V_LN.aT0,V_LN.T0,V_LN.IL2,V_LN.nT1,V_LN.aT1,V_LN.T1,V_LN.APC,V_LN.mAPC,V_LN.aPD1,V_LN.aPDL1,V_LN.aCTLA4,V_LN.aTh,V_LN.Th,V_LN.cabozantinib,V_e.P0,V_e.p0,V_e.P1,V_e.p1,A_e.M1,A_e.M1p0,A_e.M1p1,A_s.M1,A_s.M1p0,A_s.M1p1,syn_T_C1.PD1_PDL1,syn_T_C1.PD1_PDL2,syn_T_C1.PD1,syn_T_C1.PDL1,syn_T_C1.PDL2,syn_T_C1.PD1_aPD1,syn_T_C1.PD1_aPD1_PD1,syn_T_C1.PDL1_aPDL1,syn_T_C1.PDL1_aPDL1_PDL1,syn_T_C1.TPDL1,syn_T_C1.TPDL1_aPDL1,syn_T_C1.TPDL1_aPDL1_TPDL1,syn_T_C1.CD28_CD80,syn_T_C1.CD28_CD80_CD28,syn_T_C1.CD28_CD86,syn_T_C1.CD80_CTLA4,syn_T_C1.CD80_CTLA4_CD80,syn_T_C1.CTLA4_CD80_CTLA4,syn_T_C1.CD80_CTLA4_CD80_CTLA4,syn_T_C1.CD86_CTLA4,syn_T_C1.CD86_CTLA4_CD86,syn_T_C1.PDL1_CD80,syn_T_C1.PDL1_CD80_CD28,syn_T_C1.PDL1_CD80_CTLA4,syn_T_C1.CD28,syn_T_C1.CTLA4,syn_T_C1.CD80,syn_T_C1.CD80m,syn_T_C1.CD86,syn_T_C1.CTLA4_aCTLA4,syn_T_C1.CTLA4_aCTLA4_CTLA4,syn_T_APC.PD1_PDL1,syn_T_APC.PD1_PDL2,syn_T_APC.PD1,syn_T_APC.PDL1,syn_T_APC.PDL2,syn_T_APC.PD1_aPD1,syn_T_APC.PD1_aPD1_PD1,syn_T_APC.PDL1_aPDL1,syn_T_APC.PDL1_aPDL1_PDL1,syn_T_APC.TPDL1,syn_T_APC.TPDL1_aPDL1,syn_T_APC.TPDL1_aPDL1_TPDL1,syn_T_APC.CD28_CD80,syn_T_APC.CD28_CD80_CD28,syn_T_APC.CD28_CD86,syn_T_APC.CD80_CTLA4,syn_T_APC.CD80_CTLA4_CD80,syn_T_APC.CTLA4_CD80_CTLA4,syn_T_APC.CD80_CTLA4_CD80_CTLA4,syn_T_APC.CD86_CTLA4,syn_T_APC.CD86_CTLA4_CD86,syn_T_APC.PDL1_CD80,syn_T_APC.PDL1_CD80_CD28,syn_T_APC.PDL1_CD80_CTLA4,syn_T_APC.CD28,syn_T_APC.CTLA4,syn_T_APC.CD80,syn_T_APC.CD80m,syn_T_APC.CD86,syn_T_APC.CTLA4_aCTLA4,syn_T_APC.CTLA4_aCTLA4_CTLA4,syn_M_C.CD47,syn_M_C.SIRPa,syn_M_C.CD47_SIRPa,syn_M_C.PD1_PDL1,syn_M_C.PD1_PDL2,syn_M_C.PD1,syn_M_C.PDL1,syn_M_C.PDL2,syn_M_C.PD1_aPD1,syn_M_C.PD1_aPD1_PD1,syn_M_C.PDL1_aPDL1,syn_M_C.PDL1_aPDL1_PDL1,syn_M_C.PDL1_CD80,syn_M_C.CD80,syn_M_C.CD80m,syn_M_C.PDL1_total,syn_M_C.PDL2_total
85,1957.39,19581.5,1872.5,9.65952e+06,147.894,0,0,3.33779e+06,425.088,43388.5,78161.1,97507,2.86118e+06,93283,1.41166e+09,17.9584,0,0,4.8779e+08,0.0557648,7.09016e+08,3.24609e+08,1.29897e+08,2.19539e+10,5.92235e+10,2070.61,1.77387e+09,4.68482e+08,1.34007e+09,0.00121506,297373,74712.9,1.6192e-08,1.94304e-08,4.7863,0,0,1.3287e+09,0.0740663,3.10575e+07,1.44722,0.252485,0.367733,2.20043,3.75023e+08,3.56995e+08,0.00440922,0.00350435,1.22366e+08,5.06884e+08,33008.3,21.9751,1107.12,6056.41,0.603003,8.94754,186734,2.74401e+06,1.33518e+06,1.02161e+07,1.90292,0,0,172861,947183,2.15768,1.34784e-08,1.55829e-09,1.61741e-08,1.86991e-09,607.518,0.00472826,0.00567637,20.2511,0.0412056,6.01208,0.368068,0.181526,0.0537819,101.386,14.025,0.246619,91.7697,6.57326e-27,4.61101e-20,553.167,0,0,1.75264,35.3163,754.419,0.0136353,0.000390747,0.00213757,0.000245025,4.74056,47.2307,2.43179,98.0025,0.762446,291.236,0.118953,0.0217446,0.81466,93.5986,0,0,0.729697,0.304529,0.0527228,205.036,24.001,0.250904,91.5258,2.49839e-26,3.54427e-19,553.167,0,0,0.863995,16.9891,760.049,0.00645089,9.33874e-05,0.000947083,5.48425e-05,4.58348,47.1455,3.48239,136.952,1.02253,284.2,0.111401,0.0109848,0.576869,96.6318,0,0,300.951,0.95136,99.0486,0.0873381,0.0402144,0.0117957,109.69,14.1663,0.0540901,4.41448,0,0,93.1737,27.1015,28.8507,202.951,14.2066
86,1957.41,19569.1,1872.5,9.63851e+06,146.236,0,0,3.33074e+06,399.179,40090,77059.2,97507.5,2.85931e+06,93283.1,1.40858e+09,17.9037,0,0,4.86759e+08,0.0523659,7.17621e+08,3.24794e+08,1.29971e+08,2.19582e+10,5.77378e+10,2069.38,1.77573e+09,4.68891e+08,1.34714e+09,0.00121894,297766,74785.1,1.62741e-08,1.95289e-08,4.72615,0,0,1.32915e+09,0.0740758,3.11287e+07,1.44929,0.252761,0.367516,2.06632,3.75828e+08,3.57808e+08,0.0044146,0.00350921,1.22493e+08,5.07938e+08,33074.8,21.975,1118.07,6116.07,0.602985,8.9483,186731,2.74385e+06,1.33518e+06,1.02397e+07,1.87904,0,0,172847,947074,2.02617,1.35469e-08,1.56621e-09,1.62563e-08,1.87942e-09,607.54,0.00475246,0.00570542,20.2518,0.0416259,6.0106,0.370752,0.182804,0.0541228,101.482,14.0348,0.245062,91.7683,6.56703e-27,4.61101e-20,553.167,0,0,1.75127,35.2885,754.419,0.0136245,0.000390129,0.00213583,0.000244634,4.74051,47.2303,2.4332,98.0595,0.762881,291.235,0.118952,0.0217276,0.814363,93.5989,0,0,0.735263,0.306727,0.0530561,205.302,24.0224,0.249319,91.5226,2.49515e-26,3.54427e-19,553.167,0,0,0.862438,16.9585,760.05,0.00643919,9.30503e-05,0.000945352,5.46437e-05,4.58343,47.1451,3.484,137.015,1.02299,284.199,0.1114,0.010965,0.576386,96.6321,0,0,300.951,0.95136,99.0486,0.0879726,0.0404988,0.0118701,109.794,14.1771,0.053747,4.41415,0,0,93.2264,27.0807,28.8396,203.108,14.2176
87,1957.42,19559.1,1872.5,9.61953e+06,144.665,0,0,3.32376e+06,375.147,37042.4,75972.8,97508.1,2.85779e+06,93283.2,1.40581e+09,17.8438,0,0,4.85739e+08,0.0492134,7.26193e+08,3.25016e+08,1.30044e+08,2.19623e+10,5.63175e+10,2068.16,1.77752e+09,4.69301e+08,1.35415e+09,0.0012228,298155,74855.3,1.63548e-08,1.96258e-08,4.66932,0,0,1.32958e+09,0.0740861,3.11998e+07,1.45136,0.253041,0.367298,1.94192,3.76628e+08,3.58622e+08,0.00442002,0.00351415,1.22617e+08,5.08992e+08,33141.3,21.9748,1129.12,6176.35,0.602967,8.94906,186729,2.74369e+06,1.33518e+06,1.02632e+07,1.85648,0,0,172833,946965,1.90419,1.36148e-08,1.57405e-09,1.63377e-08,1.88883e-09,607.561,0.00477665,0.00573447,20.2525,0.0420478,6.00912,0.37335,0.184039,0.054451,101.577,14.0445,0.243581,91.767,6.56086e-27,4.611e-20,553.167,0,0,1.7499,35.2609,754.42,0.0136137,0.000389517,0.00213412,0.000244247,4.74047,47.2299,2.43461,98.1159,0.763312,291.235,0.11895,0.0217106,0.814068,93.5991,0,0,0.740662,0.308855,0.0533769,205.567,24.0437,0.247812,91.5194,2.49194e-26,3.54427e-19,553.167,0,0,0.860898,16.9282,760.05,0.00642761,9.27173e-05,0.00094364,5.44475e-05,4.58338,47.1447,3.48559,137.077,1.02344,284.198,0.111398,0.0109454,0.575907,96.6324,0,0,300.951,0.95136,99.0486,0.0885868,0.0407738,0.0119418,109.897,14.1877,0.0534208,4.41384,0,0,93.2787,27.0601,28.8286,203.265,14.2285
88,1957.43,19551.5,1872.51,9.60013e+06,143.173,0,0,3.31447e+06,352.853,34226.4,74901.7,97508.7,2.85663e+06,93283.4,1.40297e+09,17.7792,0,0,4.84379e+08,0.0462888,7.34729e+08,3.25276e+08,1.30116e+08,2.19662e+10,5.49616e+10,2066.93,1.77924e+09,4.69711e+08,1.3611e+09,0.00122662,298538,74923.7,1.64342e-08,1.97211e-08,4.61545,0,0,1.32999e+09,0.0740972,3.12707e+07,1.45345,0.253325,0.367079,1.82652,3.77421e+08,3.59438e+08,0.00442547,0.00351915,1.22738e+08,5.10044e+08,33207.8,21.9747,1140.29,6237.23,0.602949,8.94981,186727,2.74354e+06,1.33518e+06,1.02867e+07,1.83508,0,0,172819,946855,1.79103,1.3681e-08,1.58171e-09,1.64172e-08,1.89802e-09,607.582,0.00479998,0.00576247,20.2532,0.0424709,6.00765,0.37587,0.185236,0.0547676,101.672,14.0541,0.24217,91.7657,6.55477e-27,4.611e-20,553.167,0,0,1.74855,35.2336,754.42,0.013603,0.000388911,0.00213242,0.000243864,4.74042,47.2296,2.436,98.1717,0.763738,291.234,0.118949,0.0216939,0.813777,93.5993,0,0,0.745907,0.310918,0.0536865,205.829,24.0648,0.246375,91.5163,2.48876e-26,3.54427e-19,553.167,0,0,0.859375,16.8982,760.051,0.00641616,9.23886e-05,0.000941946,5.42537e-05,4.58333,47.1443,3.48716,137.139,1.02389,284.198,0.111397,0.0109261,0.575433,96.6326,0,0,300.951,0.95136,99.0486,0.0891824,0.0410403,0.0120109,110,14.1983,0.0531097,4.41353,0,0,93.3303,27.0397,28.8178,203.419,14.2393
89,1957.44,19546.4,1872.51,9.58022e+06,141.754,0,0,3.30762e+06,427.465,43399.7,79895.2,97509.3,2.85581e+06,93283.5,1.40006e+09,17.7106,0,0,4.83377e+08,0.0560767,7.43228e+08,3.2557e+08,1.30188e+08,2.19681e+10,5.35908e+10,2065.68,1.7809e+09,4.70122e+08,1.36799e+09,0.00123045,298917,74990.3,1.65126e-08,1.98151e-08,4.56434,0,0,1.3304e+09,0.0741114,3.13415e+07,1.45561,0.253613,0.366859,2.21274,3.78209e+08,3.60254e+08,0.00443095,0.00352426,1.22855e+08,5.11095e+08,33274.2,21.9745,1151.57,6298.71,0.602931,8.95057,186725,2.74338e+06,1.33518e+06,1.03102e+07,1.81479,0,0,172804,946744,2.16975,1.37468e-08,1.58932e-09,1.64961e-08,1.90716e-09,607.602,0.00482351,0.00579072,20.2539,0.0428955,6.00618,0.378314,0.186396,0.0550731,101.765,14.0636,0.240823,91.7644,6.54875e-27,4.611e-20,553.167,0,0,1.74721,35.2065,754.421,0.0135925,0.000388312,0.00213074,0.000243486,4.74037,47.2292,2.43737,98.227,0.764161,291.234,0.118947,0.0216773,0.81349,93.5995,0,0,0.751004,0.31292,0.0539851,206.089,24.0857,0.245004,91.5133,2.48562e-26,3.54427e-19,553.167,0,0,0.857868,16.8685,760.051,0.00640484,9.2064e-05,0.000940271,5.40623e-05,4.58328,47.1439,3.48872,137.199,1.02433,284.197,0.111395,0.010907,0.574964,96.6329,0,0,300.951,0.95136,99.0486,0.08976,0.0412985,0.0120775,110.101,14.2087,0.0528129,4.41322,0,0,93.3814,27.0195,28.807,203.572,14.25
90,1957.45,19543.6,1872.51,9.55989e+06,140.4,0,0,3.30206e+06,401.518,40100.4,78768.9,97509.9,2.85535e+06,93283.6,1.39708e+09,17.6384,0,0,4.82563e+08,0.0526728,7.51687e+08,3.25899e+08,1.30259e+08,2.19697e+10,5.22742e+10,2064.43,1.78249e+09,4.70533e+08,1.37482e+09,0.00123427,299288,75054.6,1.65896e-08,1.99075e-08,4.51578,0,0,1.33081e+09,0.0741276,3.14121e+07,1.4578,0.253905,0.366637,2.07843,3.7899e+08,3.61071e+08,0.00443649,0.00352952,1.22969e+08,5.12145e+08,33340.6,21.9744,1162.96,6360.78,0.602912,8.95132,186722,2.74322e+06,1.33518e+06,1.03336e+07,1.7955,0,0,172790,946632,2.03804,1.38109e-08,1.59674e-09,1.65731e-08,1.91605e-09,607.623,0.00484609,0.00581783,20.2546,0.0433212,6.00472,0.380689,0.187522,0.0553682,101.858,14.0732,0.239536,91.7631,6.54277e-27,4.611e-20,553.167,0,0,1.74588,35.1797,754.422,0.013582,0.00038772,0.00212907,0.000243111,4.74033,47.2289,2.43874,98.2818,0.764579,291.234,0.118946,0.0216609,0.813201,93.5997,0,0,0.755965,0.314865,0.0542736,206.347,24.1066,0.243693,91.5104,2.48251e-26,3.54427e-19,553.167,0,0,0.856377,16.8392,760.052,0.00639363,9.17433e-05,0.000938613,5.38733e-05,4.58323,47.1436,3.49026,137.26,1.02477,284.197,0.111394,0.010888,0.574497,96.6332,0,0,300.951,0.95136,99.0486,0.0903211,0.041549,0.0121419,110.202,14.2191,0.0525293,4.41293,0,0,93.4321,26.9995,28.7963,203.724,14.2607
91,1957.46,19543.3,1872.52,9.53603e+06,139.104,0,0,3.29592e+06,377.448,37051.9,77658.4,97510.5,2.85525e+06,93283.8,1.39359e+09,17.563,0,0,4.81665e+08,0.0495153,7.60107e+08,3.26261e+08,1.30329e+08,2.19709e+10,5.10176e+10,2063.17,1.784e+09,4.70946e+08,1.38158e+09,0.00123806,299655,75116.7,1.66651e-08,1.99981e-08,4.46945,0,0,1.3312e+09,0.0741447,3.14825e+07,1.46,0.254201,0.366413,1.95383,3.79765e+08,3.61889e+08,0.00444207,0.00353485,1.23079e+08,5.13195e+08,33406.9,21.9742,1174.46,6423.43,0.602894,8.95207,186720,2.74306e+06,1.33518e+06,1.0357e+07,1.7771,0,0,172776,946520,1.91587,1.38742e-08,1.60405e-09,1.6649e-08,1.92483e-09,607.644,0.00486856,0.0058448,20.2552,0.043748,6.00326,0.383002,0.188617,0.0556542,101.95,14.0826,0.238302,91.7619,6.53684e-27,4.61099e-20,553.167,0,0,1.74457,35.1532,754.422,0.0135716,0.000387132,0.00212742,0.00024274,4.74028,47.2285,2.44009,98.3361,0.764993,291.233,0.118944,0.0216446,0.812915,93.5999,0,0,0.760805,0.31676,0.0545532,206.604,24.1273,0.242437,91.5075,2.47942e-26,3.54427e-19,553.167,0,0,0.8549,16.8101,760.052,0.00638254,9.14264e-05,0.000936972,5.36865e-05,4.58318,47.1432,3.49178,137.319,1.0252,284.196,0.111392,0.0108693,0.574033,96.6334,0,0,300.951,0.95136,99.0486,0.0908676,0.0417928,0.0122043,110.301,14.2294,0.0522573,4.41264,0,0,93.4824,26.9797,28.7858,203.875,14.2712
92,1957.48,19545.4,1872.52,9.51797e+06,137.862,0,0,3.28924e+06,355.118,34235.2,76563.5,97511.1,2.85549e+06,93283.9,1.39095e+09,17.4848,0,0,4.80687e+08,0.0465858,7.68484e+08,3.26655e+08,1.30399e+08,2.19718e+10,4.98204e+10,2061.92,1.78543e+09,4.71359e+08,1.38827e+09,0.00124181,300017,75176.9,1.67393e-08,2.00872e-08,4.42513,0,0,1.33158e+09,0.0741628,3.15528e+07,1.4622,0.254502,0.366189,1.83824,3.80534e+08,3.62708e+08,0.00444768,0.00354026,1.23186e+08,5.14243e+08,33473.2,21.974,1186.06,6486.65,0.602875,8.95282,186718,2.74289e+06,1.33518e+06,1.03803e+07,1.7595,0,0,172761,946407,1.80252,1.39363e-08,1.61124e-09,1.67236e-08,1.93346e-09,607.664,0.00489061,0.00587128,20.2559,0.044176,6.0018,0.385258,0.189685,0.0559319,102.042,14.092,0.237115,91.7607,6.53098e-27,4.61099e-20,553.167,0,0,1.74326,35.1269,754.423,0.0135613,0.000386551,0.00212579,0.000242373,4.74024,47.2282,2.44143,98.39,0.765404,291.233,0.118943,0.0216285,0.812633,93.6001,0,0,0.765535,0.318608,0.0548248,206.859,24.1479,0.241229,91.5047,2.47636e-26,3.54427e-19,553.167,0,0,0.853438,16.7813,760.053,0.00637155,9.11132e-05,0.000935347,5.35019e-05,4.58313,47.1428,3.49329,137.378,1.02563,284.196,0.111391,0.0108507,0.573573,96.6337,0,0,300.951,0.95136,99.0486,0.0914006,0.0420304,0.0122649,110.4,14.2396,0.0519957,4.41235,0,0,93.5322,26.96,28.7753,204.024,14.2817
93,1957.49,19549.8,1872.52,9.49817e+06,136.669,0,0,3.28259e+06,429.694,43407.8,81533.6,97511.7,2.85608e+06,93284,1.38805e+09,17.4041,0,0,4.79715e+08,0.0563691,7.76818e+08,3.27081e+08,1.30467e+08,2.19709e+10,4.86043e+10,2060.64,1.78681e+09,4.71772e+08,1.39491e+09,0.00124558,300372,75235.2,1.68124e-08,2.01749e-08,4.3827,0,0,1.33196e+09,0.0741839,3.16228e+07,1.46449,0.254806,0.365963,2.22428,3.81296e+08,3.63528e+08,0.00445333,0.00354578,1.2329e+08,5.15289e+08,33539.4,21.9738,1197.76,6550.43,0.602856,8.95357,186716,2.74273e+06,1.33518e+06,1.04035e+07,1.74265,0,0,172747,946293,2.18106,1.39976e-08,1.61832e-09,1.67971e-08,1.94196e-09,607.685,0.00491237,0.00589739,20.2566,0.0446052,6.00035,0.38746,0.190725,0.0562017,102.132,14.1013,0.235974,91.7595,6.52518e-27,4.61099e-20,553.167,0,0,1.74197,35.1008,754.423,0.0135512,0.000385975,0.00212417,0.000242009,4.74019,47.2278,2.44275,98.4433,0.765811,291.232,0.118942,0.0216125,0.812353,93.6003,0,0,0.770159,0.320412,0.0550885,207.112,24.1684,0.240066,91.5019,2.47334e-26,3.54427e-19,553.167,0,0,0.851991,16.7528,760.053,0.00636068,9.08036e-05,0.000933739,5.33194e-05,4.58309,47.1425,3.49478,137.437,1.02606,284.195,0.111389,0.0108323,0.573118,96.6339,0,0,300.951,0.95136,99.0486,0.0919207,0.0422621,0.0123238,110.498,14.2498,0.0517442,4.41207,0,0,93.5815,26.9406,28.7649,204.172,14.292
94,1957.5,19556.7,1872.52,9.47985e+06,135.519,0,0,3.27543e+06,403.711,40107.9,80384.2,97512.2,2.85703e+06,93284.2,1.38537e+09,17.3214,0,0,4.78666e+08,0.0529605,7.85106e+08,3.27536e+08,1.30535e+08,2.19695e+10,4.74376e+10,2059.35,1.7881e+09,4.72187e+08,1.40148e+09,0.00124934,300721,75291.1,1.68843e-08,2.02612e-08,4.34204,0,0,1.33232e+09,0.0742071,3.16927e+07,1.4668,0.255116,0.365736,2.08978,3.82052e+08,3.64349e+08,0.00445903,0.00355145,1.23389e+08,5.16335e+08,33605.6,21.9736,1209.56,6614.77,0.602837,8.95431,186713,2.74257e+06,1.33518e+06,1.04267e+07,1.72649,0,0,172732,946179,2.04918,1.40577e-08,1.62528e-09,1.68693e-08,1.95031e-09,607.705,0.00493373,0.00592304,20.2573,0.0450354,5.9989,0.389613,0.191741,0.056464,102.223,14.1106,0.234875,91.7584,6.51942e-27,4.61099e-20,553.167,0,0,1.74069,35.075,754.424,0.0135411,0.000385405,0.00212256,0.000241648,4.74015,47.2275,2.44407,98.4961,0.766214,291.232,0.11894,0.0215966,0.812073,93.6005,0,0,0.774684,0.322174,0.055345,207.364,24.1887,0.238947,91.4992,2.47034e-26,3.54427e-19,553.167,0,0,0.850558,16.7246,760.054,0.00634991,9.04976e-05,0.000932146,5.3139e-05,4.58304,47.1421,3.49626,137.495,1.02648,284.194,0.111388,0.0108141,0.572665,96.6342,0,0,300.951,0.95136,99.0486,0.0924289,0.0424883,0.012381,110.596,14.2598,0.0515018,4.4118,0,0,93.6304,26.9212,28.7546,204.319,14.3023
95,1957.51,19566,1872.53,9.4617e+06,134.409,0,0,3.26772e+06,379.607,37058.9,79250.9,97512.8,2.85832e+06,93284.3,1.38271e+09,17.2368,0,0,4.77538e+08,0.0497985,7.93346e+08,3.28021e+08,1.30602e+08,2.19677e+10,4.63263e+10,2058.07,1.78932e+09,4.72602e+08,1.408e+09,0.00125308,301065,75344.7,1.6955e-08,2.0346e-08,4.30291,0,0,1.33267e+09,0.0742314,3.17624e+07,1.46913,0.25543,0.365507,1.96501,3.82801e+08,3.65171e+08,0.00446478,0.00355721,1.23485e+08,5.17379e+08,33671.7,21.9734,1221.47,6679.65,0.602818,8.95506,186711,2.7424e+06,1.33518e+06,1.04498e+07,1.71095,0,0,172717,946064,1.92683,1.41166e-08,1.63209e-09,1.69399e-08,1.95847e-09,607.725,0.0049545,0.00594798,20.258,0.0454664,5.99745,0.391721,0.192736,0.0567199,102.312,14.1198,0.233812,91.7572,6.51371e-27,4.61098e-20,553.167,0,0,1.73942,35.0494,754.424,0.0135311,0.00038484,0.00212097,0.000241291,4.7401,47.2271,2.44537,98.5486,0.766615,291.231,0.118939,0.0215809,0.811794,93.6007,0,0,0.779124,0.323902,0.0555951,207.614,24.209,0.237865,91.4965,2.46736e-26,3.54427e-19,553.167,0,0,0.849138,16.6967,760.054,0.00633924,9.01949e-05,0.000930568,5.29606e-05,4.58299,47.1418,3.49773,137.552,1.0269,284.194,0.111387,0.0107961,0.572214,96.6344,0,0,300.951,0.95136,99.0486,0.0929267,0.0427097,0.0124368,110.693,14.2698,0.0512676,4.41153,0,0,93.679,26.9021,28.7443,204.465,14.3125
96,1957.52,19577.6,1872.53,9.44244e+06,133.335,0,0,3.26128e+06,357.243,34241.7,78133.6,97513.4,2.85997e+06,93284.4,1.37989e+09,17.1507,0,0,4.76596e+08,0.0468646,8.01539e+08,3.28534e+08,1.30668e+08,2.19656e+10,4.52698e+10,2056.78,1.79045e+09,4.73018e+08,1.41445e+09,0.00125679,301403,75396.2,1.70242e-08,2.04291e-08,4.26518,0,0,1.33301e+09,0.0742568,3.18319e+07,1.47147,0.255748,0.365277,1.84924,3.83543e+08,3.65994e+08,0.00447057,0.00356304,1.23577e+08,5.18422e+08,33737.8,21.9732,1233.47,6745.06,0.602799,8.9558,186709,2.74224e+06,1.33518e+06,1.04729e+07,1.69596,0,0,172702,945948,1.81331,1.41748e-08,1.63882e-09,1.70098e-08,1.96655e-09,607.745,0.00497527,0.00597292,20.2586,0.0458985,5.99601,0.39379,0.193711,0.0569699,102.401,14.1289,0.232783,91.7561,6.50805e-27,4.61098e-20,553.167,0,0,1.73816,35.0239,754.425,0.0135211,0.00038428,0.00211939,0.000240937,4.74006,47.2268,2.44667,98.6006,0.767011,291.231,0.118937,0.0215653,0.811519,93.6009,0,0,0.783487,0.325596,0.0558396,207.862,24.2291,0.236817,91.4939,2.46441e-26,3.54426e-19,553.167,0,0,0.847731,16.669,760.055,0.00632867,8.98954e-05,0.000929004,5.27841e-05,4.58295,47.1414,3.49918,137.609,1.02731,284.193,0.111385,0.0107782,0.571767,96.6347,0,0,300.951,0.95136,99.0486,0.0934151,0.0429267,0.0124913,110.789,14.2797,0.0510408,4.41126,0,0,93.7272,26.8831,28.7342,204.609,14.3226
97,1957.54,19591.6,1872.53,9.42449e+06,132.294,0,0,3.25422e+06,431.786,43413.8,83081.6,97514,2.86196e+06,93284.6,1.37727e+09,17.0631,0,0,4.75563e+08,0.0566435,8.09681e+08,3.29074e+08,1.30734e+08,2.19617e+10,4.41909e+10,2055.47,1.79152e+09,4.73435e+08,1.42084e+09,0.00126051,301735,75445.7,1.70925e-08,2.0511e-08,4.22879,0,0,1.33334e+09,0.0742851,3.19013e+07,1.47388,0.25607,0.365045,2.23511,3.84278e+08,3.66817e+08,0.00447639,0.003569,1.23666e+08,5.19463e+08,33803.8,21.973,1245.57,6810.99,0.60278,8.95654,186707,2.74207e+06,1.33518e+06,1.04959e+07,1.6815,0,0,172687,945832,2.19168,1.42319e-08,1.64542e-09,1.70782e-08,1.97447e-09,607.766,0.00499551,0.00599722,20.2593,0.0463315,5.99457,0.39582,0.194667,0.0572143,102.489,14.138,0.231786,91.755,6.50244e-27,4.61098e-20,553.167,0,0,1.73692,34.9987,754.425,0.0135113,0.000383724,0.00211782,0.000240587,4.74001,47.2265,2.44795,98.6521,0.767405,291.231,0.118936,0.0215499,0.811246,93.6011,0,0,0.787774,0.327259,0.0560785,208.109,24.2491,0.235801,91.4913,2.46149e-26,3.54426e-19,553.167,0,0,0.846336,16.6415,760.055,0.00631819,8.95991e-05,0.000927455,5.26094e-05,4.5829,47.1411,3.50062,137.665,1.02772,284.193,0.111384,0.0107605,0.571324,96.6349,0,0,300.951,0.95136,99.0486,0.0938943,0.0431395,0.0125446,110.884,14.2896,0.0508209,4.411,0,0,93.7749,26.8642,28.7241,204.753,14.3327
98,1957.55,19608.1,1872.53,9.40307e+06,131.283,0,0,3.24665e+06,405.771,40113.4,81910.3,97514.6,2.8643e+06,93284.7,1.37413e+09,16.9744,0,0,4.74456e+08,0.0532308,8.1777e+08,3.29641e+08,1.30798e+08,2.19572e+10,4.31571e+10,2054.15,1.7925e+09,4.73852e+08,1.42716e+09,0.00126422,302060,75492.7,1.71594e-08,2.05913e-08,4.19363,0,0,1.33366e+09,0.0743157,3.19704e+07,1.47633,0.256398,0.364812,2.10044,3.85006e+08,3.67642e+08,0.00448228,0.0035751,1.23751e+08,5.20503e+08,33869.8,21.9728,1257.77,6877.45,0.60276,8.95728,186704,2.7419e+06,1.33518e+06,1.05188e+07,1.66753,0,0,172672,945714,2.05963,1.42877e-08,1.65188e-09,1.71453e-08,1.98222e-09,607.786,0.00501528,0.00602095,20.26,0.0467652,5.99313,0.397814,0.195606,0.0574533,102.577,14.1471,0.230819,91.7539,6.49687e-27,4.61098e-20,553.167,0,0,1.73568,34.9737,754.426,0.0135015,0.000383174,0.00211626,0.000240239,4.73997,47.2261,2.44922,98.7033,0.767795,291.23,0.118935,0.0215345,0.810972,93.6013,0,0,0.791991,0.328893,0.0563122,208.355,24.269,0.234816,91.4887,2.45858e-26,3.54426e-19,553.167,0,0,0.844954,16.6143,760.056,0.00630781,8.9306e-05,0.000925919,5.24367e-05,4.58286,47.1407,3.50205,137.721,1.02813,284.192,0.111382,0.010743,0.570883,96.6352,0,0,300.951,0.95136,99.0486,0.0943649,0.0433484,0.0125967,110.979,14.2993,0.0506077,4.41074,0,0,93.8224,26.8455,28.7141,204.895,14.3427
