time,agentCount.CD8.effector,agentCount.CD8.cytotoxic,agentCount.CD8.suppressed,agentCount.Th.default,agentCount.Treg.default,agentCount.MDSC.default,agentCount.cancerCell.Stem,agentCount.cancerCell.Progenitor,agentCount.cancerCell.Senescent,agentCount.mac.M1,agentCount.mac.M2,agentCount.vas.tip,agentCount.vas.phalanx,agentCount.vas.default,agentCount.fib.normal,agentCount.fib.CAFs,agentCount.APC.native,agentCount.APC.mature,recruit.CD8.effector,recruit.CD8.cytotoxic,recruit.CD8.suppressed,recruit.Th.default,recruit.Treg.default,recruit.MDSC.default,recruit.cancerCell.Stem,recruit.cancerCell.Progenitor,recruit.cancerCell.Senescent,recruit.mac.M1,recruit.mac.M2,recruit.vas.tip,recruit.vas.phalanx,recruit.vas.default,recruit.fib.normal,recruit.fib.CAFs,recruit.APC.native,recruit.APC.mature,prolif.CD8.effector,prolif.CD8.cytotoxic,prolif.CD8.suppressed,prolif.Th.default,prolif.Treg.default,prolif.MDSC.default,prolif.cancerCell.Stem,prolif.cancerCell.Progenitor,prolif.cancerCell.Senescent,prolif.mac.M1,prolif.mac.M2,prolif.vas.tip,prolif.vas.phalanx,prolif.vas.default,prolif.fib.normal,prolif.fib.CAFs,prolif.APC.native,prolif.APC.mature,death.CD8.effector,death.CD8.cytotoxic,death.CD8.suppressed,death.Th.default,death.Treg.default,death.MDSC.default,death.cancerCell.Stem,death.cancerCell.Progenitor,death.cancerCell.Senescent,death.mac.M1,death.mac.M2,death.vas.tip,death.vas.phalanx,death.vas.default,death.fib.normal,death.fib.CAFs,death.APC.native,death.APC.mature,move.CD8.effector,move.CD8.cytotoxic,move.CD8.suppressed,move.Th.default,move.Treg.default,move.MDSC.default,move.cancerCell.Stem,move.cancerCell.Progenitor,move.cancerCell.Senescent,move.mac.M1,move.mac.M2,move.vas.tip,move.vas.phalanx,move.vas.default,move.fib.normal,move.fib.CAFs,move.APC.native,move.APC.mature,drop_in.CD8.effector,drop_in.CD8.cytotoxic,drop_in.CD8.suppressed,drop_in.Th.default,drop_in.Treg.default,drop_in.MDSC.default,drop_in.cancerCell.Stem,drop_in.cancerCell.Progenitor,drop_in.cancerCell.Senescent,drop_in.mac.M1,drop_in.mac.M2,drop_in.vas.tip,drop_in.vas.phalanx,drop_in.vas.default,drop_in.fib.normal,drop_in.fib.CAFs,drop_in.APC.native,drop_in.APC.mature,drop_out.CD8.effector,drop_out.CD8.cytotoxic,drop_out.CD8.suppressed,drop_out.Th.default,drop_out.Treg.default,drop_out.MDSC.default,drop_out.cancerCell.Stem,drop_out.cancerCell.Progenitor,drop_out.cancerCell.Senescent,drop_out.mac.M1,drop_out.mac.M2,drop_out.vas.tip,drop_out.vas.phalanx,drop_out.vas.default,drop_out.fib.normal,drop_out.fib.CAFs,drop_out.APC.native,drop_out.APC.mature,PDL1_frac
152,18,5501,1098,1880,1103,110,160,37624,23154,1515,279,11,0,551,0,7445,0,0,1433,0,0,540,0,61,0,0,0,1926,0,0,0,0,0,0,0,0,0,13770,0,7988,1726,0,128,1118581,0,0,0,11,0,521,0,0,0,0,49,6595,1942,4259,3271,104,127,13797,1088242,1298,606,0,0,0,0,0,0,0,35880,2616034,420495,1912213,852335,53878,80553,3862793,2113428,512363,216372,521,0,0,11402,381173,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62842
153,14,5509,1089,1891,1095,111,160,32965,24653,1514,278,11,0,554,0,7445,0,0,1436,0,0,546,0,62,0,0,0,1931,0,0,0,0,0,0,0,0,0,13838,0,8020,1728,0,128,1121677,0,0,0,11,0,524,0,0,0,0,50,6651,1961,4280,3287,104,127,13872,1094423,1303,608,0,0,0,0,0,0,0,35968,2637680,424236,1920022,856081,54131,81001,3884093,2126365,515632,216985,524,0,0,11402,382898,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59681
154,17,5532,1082,1882,1097,110,159,35823,21409,1519,275,11,0,558,0,7445,0,0,1446,0,0,550,0,62,0,0,0,1939,0,0,0,0,0,0,0,0,0,13937,0,8047,1732,0,128,1127485,0,0,0,11,0,528,0,0,0,0,50,6718,1984,4306,3303,105,128,13950,1100539,1308,609,0,0,0,0,0,0,0,36197,2658488,427999,1927573,859685,54365,81452,3902568,2140389,518904,217606,528,0,0,11402,384742,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59295
155,21,5518,1071,1883,1091,110,159,37440,19673,1513,277,11,0,561,0,7445,0,0,1454,0,0,555,0,62,0,0,0,1946,0,0,0,0,0,0,0,0,0,13993,0,8070,1735,0,128,1132555,0,0,0,11,0,531,0,0,0,0,50,6777,2010,4326,3319,105,128,14053,1105625,1316,612,0,0,0,0,0,0,0,36417,2681544,432360,1935724,864012,54610,81892,3922600,2152678,522304,218261,531,0,0,11402,386587,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59172
156,21,5522,1059,1891,1088,109,158,35504,21975,1513,274,11,0,563,0,7445,0,0,1463,0,0,556,0,62,0,0,0,1956,0,0,0,0,0,0,0,0,0,14077,0,8110,1737,0,128,1137814,0,0,0,11,0,533,0,0,0,0,50,6852,2036,4347,3336,106,129,14144,1110427,1326,615,0,0,0,0,0,0,0,36634,2703411,436398,1943658,868094,54844,82358,3943634,2163957,525719,218927,533,0,0,11402,388375,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59533
157,23,5563,1063,1873,1085,109,160,34267,20268,1509,277,11,0,566,0,7445,0,0,1467,0,0,556,0,63,0,0,0,1962,0,0,0,0,0,0,0,0,0,14188,0,8132,1737,0,130,1140478,0,0,0,11,0,536,0,0,0,0,50,6900,2056,4370,3356,107,129,14245,1115934,1333,615,0,0,0,0,0,0,0,36736,2725185,440113,1951565,871912,55067,82787,3963601,2176538,529056,219512,536,0,0,11402,390205,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56590
158,22,5569,1060,1855,1076,109,158,39218,17143,1508,276,11,0,569,0,7445,0,0,1473,0,0,560,0,63,0,0,0,1968,0,0,0,0,0,0,0,0,0,14278,0,8136,1738,0,131,1147282,0,0,0,11,0,539,0,0,0,0,51,6966,2083,4389,3373,107,132,14344,1120813,1339,617,0,0,0,0,0,0,0,36943,2748601,443952,1959338,875917,55327,83240,3983076,2188123,532518,220101,539,0,0,11402,391984,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58412
159,21,5562,1063,1847,1058,109,158,36308,19309,1511,276,11,0,572,0,7445,0,0,1478,0,0,563,0,63,0,0,0,1976,0,0,0,0,0,0,0,0,0,14372,0,8151,1739,0,131,1150684,0,0,0,11,0,542,0,0,0,0,51,7051,2102,4412,3395,107,132,14450,1124853,1344,617,0,0,0,0,0,0,0,37126,2770269,447814,1966867,879727,55569,83706,4005643,2197885,535891,220750,542,0,0,11402,393749,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57671
160,17,5549,1059,1832,1054,110,158,41228,17518,1514,278,11,0,575,0,7445,0,0,1482,0,0,564,0,64,0,0,0,1989,0,0,0,0,0,0,0,0,0,14431,0,8182,1741,0,132,1158776,0,0,0,11,0,545,0,0,0,0,51,7119,2118,4445,3415,107,133,14558,1129708,1351,618,0,0,0,0,0,0,0,37250,2790166,451922,1973973,883809,55840,84165,4026362,2208997,539358,221377,545,0,0,11402,395496,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60806
161,16,5525,1052,1830,1054,111,159,33908,23692,1511,281,11,0,577,0,7445,0,0,1485,0,0,566,0,65,0,0,0,1995,0,0,0,0,0,0,0,0,0,14479,0,8207,1743,0,134,1161932,0,0,0,11,0,547,0,0,0,0,51,7179,2141,4465,3426,107,134,14660,1133908,1357,618,0,0,0,0,0,0,0,37416,2810287,455890,1980929,887501,56116,84612,4049985,2219127,542841,221996,547,0,0,11402,397241,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59662
162,17,5538,1053,1830,1046,111,158,37578,20195,1508,282,11,0,580,0,7445,0,0,1496,0,0,567,0,65,0,0,0,2001,0,0,0,0,0,0,0,0,0,14563,0,8230,1748,0,134,1168410,0,0,0,11,0,550,0,0,0,0,51,7235,2165,4483,3445,107,135,14778,1140095,1363,620,0,0,0,0,0,0,0,37694,2831313,460070,1987809,891219,56367,85121,4069201,2232800,546362,222632,550,0,0,11402,399043,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59832
163,19,5520,1041,1860,1040,110,157,34612,21699,1508,281,11,0,582,0,7445,0,0,1504,0,0,567,0,65,0,0,0,2009,0,0,0,0,0,0,0,0,0,14614,0,8284,1754,0,134,1171810,0,0,0,11,0,552,0,0,0,0,51,7296,2191,4501,3463,108,136,14874,1144861,1371,621,0,0,0,0,0,0,0,37879,2854336,464184,1994728,895443,56632,85564,4090558,2244453,549777,223276,552,0,0,11402,400815,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58367
164,17,5485,1052,1863,1033,110,157,38765,19242,1505,281,11,0,584,0,7445,0,0,1508,0,0,569,0,65,0,0,0,2013,0,0,0,0,0,0,0,0,0,14677,0,8309,1758,0,134,1179039,0,0,0,11,0,554,0,0,0,0,51,7371,2209,4516,3483,108,136,14968,1150300,1377,622,0,0,0,0,0,0,0,37971,2877265,468064,2002660,899415,56885,86004,4110393,2256796,553209,223884,554,0,0,11402,402672,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60060
165,16,5482,1054,1846,1028,110,156,32057,25169,1505,280,11,0,586,0,7445,0,0,1513,0,0,571,0,65,0,0,0,2019,0,0,0,0,0,0,0,0,0,14748,0,8326,1764,0,134,1182944,0,0,0,11,0,556,0,0,0,0,51,7433,2225,4541,3505,108,137,15033,1154921,1383,623,0,0,0,0,0,0,0,38064,2899693,472010,2010914,903593,57102,86469,4132514,2267888,556727,224532,556,0,0,11402,404517,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59277
166,17,5480,1050,1859,1017,110,157,34922,21464,1501,285,11,0,587,0,7445,0,0,1518,0,0,571,0,65,0,0,0,2028,0,0,0,0,0,0,0,0,0,14824,0,8362,1770,0,135,1188718,0,0,0,11,0,557,0,0,0,0,51,7495,2249,4560,3526,108,137,15112,1161456,1390,624,0,0,0,0,0,0,0,38180,2920399,475445,2017813,907426,57365,86897,4150978,2282479,560316,225184,557,0,0,11402,406374,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58439
167,13,5477,1050,1847,1007,110,157,32531,22336,1501,285,11,0,590,0,7445,0,0,1523,0,0,571,0,65,0,0,0,2035,0,0,0,0,0,0,0,0,0,14905,0,8383,1773,0,135,1192376,0,0,0,11,0,560,0,0,0,0,51,7565,2272,4583,3549,108,137,15197,1166548,1396,625,0,0,0,0,0,0,0,38339,2941531,479518,2025032,910940,57617,87328,4171040,2294768,563844,225839,560,0,0,11402,408198,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56920
168,14,5452,1051,1824,1015,110,159,35600,20152,1502,280,11,0,594,0,7445,0,0,1527,0,0,576,0,65,0,0,0,2040,0,0,0,0,0,0,0,0,0,14973,0,8393,1778,0,138,1198969,0,0,0,11,0,564,0,0,0,0,51,7643,2289,4605,3562,108,138,15287,1172166,1403,627,0,0,0,0,0,0,0,38467,2961033,483267,2031530,914052,57848,87780,4189768,2307680,567404,226465,564,0,0,11402,410054,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57803
169,14,5424,1052,1798,1016,110,159,33513,21087,1508,280,11,0,596,0,7445,0,0,1530,0,0,577,0,65,0,0,0,2051,0,0,0,0,0,0,0,0,0,15033,0,8406,1778,0,138,1202831,0,0,0,11,0,566,0,0,0,0,51,7713,2309,4629,3577,108,138,15372,1177095,1407,628,0,0,0,0,0,0,0,38591,2979680,486696,2037517,917476,58082,88217,4210253,2319182,570945,227148,566,0,0,11402,411929,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56657
170,12,5440,1033,1795,1014,110,158,34798,18178,1512,277,11,0,599,0,7445,0,0,1534,0,0,578,0,65,0,0,0,2060,0,0,0,0,0,0,0,0,0,15112,0,8435,1783,0,138,1206692,0,0,0,11,0,569,0,0,0,0,51,7775,2335,4652,3594,108,139,15532,1182420,1413,630,0,0,0,0,0,0,0,38683,2999025,490105,2043980,920951,58368,88705,4229592,2331311,574487,227817,569,0,0,11402,413797,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55033
171,12,5406,1031,1773,1016,111,158,36090,17272,1503,278,11,0,601,0,7445,0,0,1545,0,0,581,0,66,0,0,0,2066,0,0,0,0,0,0,0,0,0,15158,0,8449,1785,0,138,1211530,0,0,0,11,0,571,0,0,0,0,53,7847,2354,4677,3608,108,139,15700,1186704,1426,631,0,0,0,0,0,0,0,38948,3018263,493567,2050108,924524,58627,89181,4249786,2341884,578022,228462,571,0,0,11402,415611,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55412
172,11,5404,1030,1757,1020,111,158,34900,19527,1499,271,11,0,604,0,7445,0,0,1549,0,0,583,0,66,0,0,0,2069,0,0,0,0,0,0,0,0,0,15222,0,8466,1791,0,139,1217025,0,0,0,11,0,574,0,0,0,0,53,7906,2367,4704,3618,108,140,15835,1190999,1436,635,0,0,0,0,0,0,0,39060,3035168,496338,2055476,927551,58906,89658,4270567,2351950,581456,229115,574,0,0,11402,417478,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56466
173,10,5416,1013,1770,1013,111,160,35178,17872,1496,271,11,0,608,0,7445,0,0,1554,0,0,584,0,67,0,0,0,2077,0,0,0,0,0,0,0,0,0,15286,0,8509,1791,0,142,1220845,0,0,0,11,0,578,0,0,0,0,53,7953,2395,4725,3635,109,141,15981,1196050,1446,636,0,0,0,0,0,0,0,39186,3053199,499093,2061630,930385,59162,90120,4290690,2363327,584880,229765,578,0,0,11402,419380,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55088
174,12,5396,1009,1771,1009,111,156,40328,15231,1502,273,11,0,609,0,7445,0,0,1560,0,0,585,0,67,0,0,0,2090,0,0,0,0,0,0,0,0,0,15336,0,8543,1795,0,142,1227938,0,0,0,11,0,579,0,0,0,0,54,8017,2408,4752,3650,109,145,16138,1200477,1450,637,0,0,0,0,0,0,0,39290,3073219,502301,2068027,933619,59437,90571,4310902,2373665,588318,230420,579,0,0,11402,421262,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57601
175,11,5401,1009,1757,1007,110,155,34699,22232,1508,267,11,0,612,0,7445,0,0,1565,0,0,585,0,67,0,0,0,2100,0,0,0,0,0,0,0,0,0,15410,0,8557,1802,0,142,1233087,0,0,0,11,0,582,0,0,0,0,54,8078,2422,4770,3669,110,146,16274,1204118,1457,640,0,0,0,0,0,0,0,39451,3092177,505393,2074154,936940,59692,91022,4334224,2382426,591808,231077,582,0,0,11402,423177,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58971
176,11,5407,1004,1763,1002,109,155,31587,23549,1501,270,11,0,617,0,7445,0,0,1571,0,0,585,0,67,0,0,0,2107,0,0,0,0,0,0,0,0,0,15484,0,8578,1803,0,142,1237297,0,0,0,11,0,587,0,0,0,0,54,8136,2443,4780,3680,111,146,16386,1210011,1466,642,0,0,0,0,0,0,0,39607,3107219,508036,2078960,939850,59961,91463,4353948,2395317,595311,231707,587,0,0,11402,425091,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57171
177,11,5436,994,1781,999,108,156,31748,20476,1501,270,12,0,620,0,7445,0,0,1574,0,0,585,0,67,0,0,0,2115,0,0,0,0,0,0,0,0,0,15583,0,8623,1806,0,144,1240458,0,0,0,12,0,590,0,0,0,0,54,8192,2470,4796,3697,112,147,16492,1215978,1472,644,0,0,0,0,0,0,0,39660,3124552,510710,2084182,942997,60241,91900,4371999,2408918,598822,232411,590,0,0,11402,427022,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54259
178,10,5454,981,1776,995,108,157,36740,17932,1504,269,12,0,624,0,7445,0,0,1577,0,0,585,0,67,0,0,0,2126,0,0,0,0,0,0,0,0,0,15662,0,8643,1811,0,145,1247840,0,0,0,12,0,594,0,0,0,0,54,8250,2490,4813,3714,112,147,16610,1220794,1480,645,0,0,0,0,0,0,0,39739,3141101,513323,2089606,945766,60491,92345,4390275,2420657,602370,233054,594,0,0,11402,429031,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56710
179,13,5438,971,1758,992,108,157,32257,23712,1502,266,12,0,628,0,7445,0,0,1584,0,0,585,0,67,0,0,0,2130,0,0,0,0,0,0,0,0,0,15715,0,8658,1814,0,145,1253487,0,0,0,12,0,598,0,0,0,0,54,8310,2513,4835,3731,112,147,16712,1225042,1488,646,0,0,0,0,0,0,0,39935,3154898,515746,2094366,948454,60762,92812,4411458,2430999,605851,233686,598,0,0,11402,430981,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58002
180,12,5438,966,1761,1001,108,156,27984,25238,1502,265,12,0,633,0,7445,0,0,1587,0,0,585,0,67,0,0,0,2137,0,0,0,0,0,0,0,0,0,15782,0,8699,1818,0,145,1256979,0,0,0,12,0,603,0,0,0,0,54,8366,2533,4854,3745,112,148,16803,1231190,1494,648,0,0,0,0,0,0,0,40094,3166982,517768,2098503,950669,61006,93296,4430146,2444697,609306,234322,603,0,0,11402,432915,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55253
181,11,5441,950,1743,994,107,156,28460,21597,1500,261,12,0,636,0,7445,0,0,1597,0,0,586,0,67,0,0,0,2143,0,0,0,0,0,0,0,0,0,15848,0,8710,1819,0,145,1260132,0,0,0,12,0,606,0,0,0,0,55,8426,2562,4876,3761,113,148,16886,1237425,1502,652,0,0,0,0,0,0,0,40348,3179047,519722,2102189,952828,61254,93748,4446256,2459215,612673,234939,606,0,0,11402,434814,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52081
182,9,5441,950,1734,990,107,156,32652,17548,1505,258,12,0,641,0,7445,0,0,1603,0,0,589,0,67,0,0,0,2147,0,0,0,0,0,0,0,0,0,15917,0,8732,1821,0,145,1265445,0,0,0,12,0,611,0,0,0,0,56,8487,2577,4901,3776,113,148,16987,1242494,1503,653,0,0,0,0,0,0,0,40497,3190104,521445,2105692,954850,61492,94165,4462626,2471729,616033,235494,611,0,0,11402,436920,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52226
183,8,5465,941,1741,977,107,156,31337,18536,1499,260,12,0,642,0,7445,0,0,1611,0,0,591,0,67,0,0,0,2155,0,0,0,0,0,0,0,0,0,15993,0,8757,1821,0,145,1269232,0,0,0,12,0,612,0,0,0,0,56,8535,2599,4915,3795,113,148,17087,1246508,1514,654,0,0,0,0,0,0,0,40661,3201493,523340,2108835,956918,61722,94613,4481474,2481923,619442,236114,612,0,0,11402,439136,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51895
184,8,5440,932,1736,971,108,158,31989,17721,1496,259,12,0,646,0,7445,0,0,1616,0,0,594,0,68,0,0,0,2161,0,0,0,0,0,0,0,0,0,16042,0,8780,1824,0,147,1273891,0,0,0,12,0,616,0,0,0,0,56,8597,2625,4938,3812,113,148,17180,1251237,1524,654,0,0,0,0,0,0,0,40797,3213156,525067,2112314,958859,61976,95068,4499353,2492516,622812,236725,616,0,0,11402,441169,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51731
185,9,5453,924,1737,957,108,157,30229,18794,1501,248,12,0,648,0,7445,0,0,1622,0,0,598,0,68,0,0,0,2165,0,0,0,0,0,0,0,0,0,16135,0,8799,1826,0,147,1277685,0,0,0,12,0,618,0,0,0,0,56,8665,2650,4956,3832,113,149,17268,1255630,1530,658,0,0,0,0,0,0,0,40949,3224755,527143,2116385,960872,62240,95546,4517678,2502630,626290,237352,618,0,0,11402,443261,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51037
186,7,5444,918,1715,955,108,157,32960,15759,1490,250,12,0,652,0,7445,0,0,1628,0,0,602,0,68,0,0,0,2171,0,0,0,0,0,0,0,0,0,16201,0,8803,1830,0,148,1282102,0,0,0,12,0,622,0,0,0,0,56,8727,2677,4979,3845,113,150,17350,1260269,1544,659,0,0,0,0,0,0,0,41071,3236578,529091,2120130,962803,62471,95995,4535132,2513467,629755,237930,622,0,0,11402,445331,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50724
187,8,5484,906,1728,946,107,157,36194,13978,1486,251,12,0,656,0,7445,0,0,1632,0,0,603,0,68,0,0,0,2178,0,0,0,0,0,0,0,0,0,16306,0,8846,1832,0,148,1287265,0,0,0,12,0,626,0,0,0,0,57,8784,2699,5005,3861,114,150,17441,1263888,1553,660,0,0,0,0,0,0,0,41127,3248212,530987,2123548,964663,62733,96441,4554156,2522656,633201,238511,626,0,0,11402,447503,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52173
188,8,5483,895,1713,937,107,158,33558,18677,1486,250,12,0,660,0,7445,0,0,1638,0,0,603,0,68,0,0,0,2182,0,0,0,0,0,0,0,0,0,16381,0,8867,1836,0,149,1292752,0,0,0,12,0,630,0,0,0,0,57,8857,2719,5025,3890,114,150,17534,1267219,1558,660,0,0,0,0,0,0,0,41254,3259374,532893,2127023,966502,62948,96890,4575139,2530703,636628,239099,630,0,0,11402,449744,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54236
189,6,5488,883,1689,930,107,154,31158,19613,1484,251,12,0,664,0,7445,0,0,1640,0,0,603,0,68,0,0,0,2188,0,0,0,0,0,0,0,0,0,16453,0,8873,1842,0,149,1296280,0,0,0,12,0,634,0,0,0,0,57,8917,2742,5045,3913,114,154,17610,1272135,1565,660,0,0,0,0,0,0,0,41303,3269586,534508,2130550,968319,63184,97362,4594425,2541409,640053,239718,634,0,0,11402,451974,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52767
190,7,5469,871,1699,932,108,155,32214,17312,1485,246,12,0,666,0,7445,0,0,1644,0,0,606,0,69,0,0,0,2195,0,0,0,0,0,0,0,0,0,16520,0,8902,1845,0,151,1300064,0,0,0,12,0,636,0,0,0,0,57,8992,2768,5059,3922,114,155,17668,1277106,1573,663,0,0,0,0,0,0,0,41352,3281338,536171,2134344,970289,63426,97830,4612540,2552656,643526,240305,636,0,0,11402,454221,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51520
191,9,5503,869,1691,923,109,155,36092,15211,1484,244,12,0,671,0,7445,0,0,1652,0,0,608,0,70,0,0,0,2201,0,0,0,0,0,0,0,0,0,16625,0,8916,1850,0,151,1306018,0,0,0,12,0,641,0,0,0,0,57,9055,2784,5076,3943,114,155,17738,1281213,1581,664,0,0,0,0,0,0,0,41501,3294569,538081,2138956,972478,63660,98288,4631001,2562559,646936,240932,641,0,0,11402,456527,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53295
192,9,5513,854,1693,921,107,157,32921,21420,1478,247,12,0,675,0,7445,0,0,1655,0,0,609,0,70,0,0,0,2205,0,0,0,0,0,0,0,0,0,16692,0,8948,1854,0,155,1312788,0,0,0,12,0,645,0,0,0,0,57,9102,2812,5098,3958,116,157,17805,1284878,1587,665,0,0,0,0,0,0,0,41576,3308203,539820,2143069,975004,63903,98724,4651803,2571371,650424,241528,645,0,0,11402,458821,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56330
